PPN	creator	dataProvider	date	format	identifier	isShownAt	issued	object	provider	publisher	rights	source	spatial	subject	title	type
PPN826645518	Reichwitz, G. A.  Plencken, Johann Adrian	Staatsbibliothek zu Berlin - Preußischer Kulturbesitz	1716	image/jpeg	http://resolver.staatsbibliothek-berlin.de/SBB00019FBC00000000	http://resolver.staatsbibliothek-berlin.de/SBB00019FBC00000000	1716	http://digital.staatsbibliothek-berlin.de/europeana/PPN826645518/00000001.tif	Staatsbibliothek zu Berlin - Preußischer Kulturbesitz	None	Open Access	Reichwitz, G. A.  Plencken, Johann Adrian: Als Der Hoch- und Wohlgebohrne Herr, Herr Johann Adrian Freyherr von Plencken ... Hochverdienter Rath und Hochansehnlicher Königl. Ober-Amts-Cantzler in Ober- und Nieder-Schlesien ... Dessen Höchsterwünschtes Namens-Festin zu Breßlau den 24 Junii 1716ten Jahres begieng, entwarff Folgendes schlechte Sonnett ... G. A. Reichwitz. [S.l.]  Berlin 1716	[S.l.]	Historische Drucke	Als Der Hoch- und Wohlgebohrne Herr, Herr Johann Adrian Freyherr von Plencken ... Hochverdienter Rath und Hochansehnlicher Königl. Ober-Amts-Cantzler in Ober- und Nieder-Schlesien ... Dessen Höchsterwünschtes Namens-Festin zu Breßlau den 24 Junii 1716ten Jahres begieng, entwarff Folgendes schlechte Sonnett ... G. A. Reichwitz	Monograph
PPN826645364	Eben und Brunnen, Carl Siegmund  Mutschelnitz, Christoph Heinrich	Staatsbibliothek zu Berlin - Preußischer Kulturbesitz	1715	image/jpeg	http://resolver.staatsbibliothek-berlin.de/SBB00019FBB00000000	http://resolver.staatsbibliothek-berlin.de/SBB00019FBB00000000	1715	http://digital.staatsbibliothek-berlin.de/europeana/PPN826645364/00000001.tif	Staatsbibliothek zu Berlin - Preußischer Kulturbesitz	Straubel	Open Access	Eben und Brunnen, Carl Siegmund  Mutschelnitz, Christoph Heinrich: Bey Dem höchst-erfreulichen Nahmens Festin, Des Tot. cum Tit. Wohlgebohrnen Herrn, Christoph Heinrich von Mutschelnitz, Erb-Herrn auf Tschertwitz, Welches, den 15. Martii, 1715. glücklich erschienen, Wolte seinem Hochgeehrtesten Herrn Vormunde, aus unterthäniger Pflicht, gehorsamst gratuliren, Und seine Wenigkeit zu Dessen ferneren Vorsorge recommandiren, Dessen Unterthänigst-Gehorsamster, Carl Siegmund von Eben und Brunnen. Oelße  Berlin 1715	Oelße	Historische Drucke	Bey Dem höchst-erfreulichen Nahmens Festin, Des Tot. cum Tit. Wohlgebohrnen Herrn, Christoph Heinrich von Mutschelnitz, Erb-Herrn auf Tschertwitz, Welches, den 15. Martii, 1715. glücklich erschienen, Wolte seinem Hochgeehrtesten Herrn Vormunde, aus unterthäniger Pflicht, gehorsamst gratuliren, Und seine Wenigkeit zu Dessen ferneren Vorsorge recommandiren, Dessen Unterthänigst-Gehorsamster, Carl Siegmund von Eben und Brunnen	Monograph
PPN833542370	Zaumsegel, Carl Christoph  Zaumsegel, Johann Christoph	Staatsbibliothek zu Berlin - Preußischer Kulturbesitz	1797	image/jpeg	http://resolver.staatsbibliothek-berlin.de/SBB0001AE1200000000	http://resolver.staatsbibliothek-berlin.de/SBB0001AE1200000000	1797	http://digital.staatsbibliothek-berlin.de/europeana/PPN833542370/00000005.tif	Staatsbibliothek zu Berlin - Preußischer Kulturbesitz	Hayn	Open Access	Zaumsegel, Carl Christoph  Zaumsegel, Johann Christoph: Biographische Nachrichten meines Vaters des Pastor emeritus Magister Johann Christoph Zaumsegels zu Münchenbernsdorf in Sachsen  Zur Unterstützung dieses noch lebenden drei und achtzigjährigen Greises. Berlin  Berlin 1797	Berlin	Historische Drucke	Biographische Nachrichten meines Vaters des Pastor emeritus Magister Johann Christoph Zaumsegels zu Münchenbernsdorf in Sachsen	Monograph
PPN833542419	Zaumsegel, Carl Christoph  Zaumsegel, Johann Christoph	Staatsbibliothek zu Berlin - Preußischer Kulturbesitz	1797	image/jpeg	http://resolver.staatsbibliothek-berlin.de/SBB0001AE1200010000	http://resolver.staatsbibliothek-berlin.de/SBB0001AE1200010000	1797	None	Staatsbibliothek zu Berlin - Preußischer Kulturbesitz	Hayn	Open Access	Zaumsegel, Carl Christoph  Zaumsegel, Johann Christoph: Zwei Gelegenheitspredigten sehr wichtigen Inhalts. Berlin 1797	None	Historische Drucke	Zwei Gelegenheitspredigten sehr wichtigen Inhalts	Other
PPN833542613	Zaumsegel, Carl Christoph  Zaumsegel, Johann Christoph	Staatsbibliothek zu Berlin - Preußischer Kulturbesitz	1797	image/jpeg	http://resolver.staatsbibliothek-berlin.de/SBB0001AE1200020000	http://resolver.staatsbibliothek-berlin.de/SBB0001AE1200020000	1797	None	Staatsbibliothek zu Berlin - Preußischer Kulturbesitz	Hayn	Open Access	Zaumsegel, Carl Christoph  Zaumsegel, Johann Christoph: Ueber die Pflichten der Wohlthätigkeit und Dankbarkeit. Berlin 1797	None	Historische Drucke	Ueber die Pflichten der Wohlthätigkeit und Dankbarkeit	Other
PPN831940069	Schwarz, Georg Christoph  Cognatus, Gilbertus	Staatsbibliothek zu Berlin - Preußischer Kulturbesitz	1775	image/jpeg	http://resolver.staatsbibliothek-berlin.de/SBB0001A88300000000	http://resolver.staatsbibliothek-berlin.de/SBB0001A88300000000	1775	http://digital.staatsbibliothek-berlin.de/europeana/PPN831940069/00000005.tif	Staatsbibliothek zu Berlin - Preußischer Kulturbesitz	Hesselius	Open Access	Schwarz, Georg Christoph  Cognatus, Gilbertus: Commentatio De Vita Gilberti Cognati Nozereni. Altorfii  Berlin 1775	Altorfii	Historische Drucke	Commentatio De Vita Gilberti Cognati Nozereni	Monograph
PPN832998141	Boehm, Andreas  Klevesahl, Ericus Christianus	Staatsbibliothek zu Berlin - Preußischer Kulturbesitz	1771	image/jpeg	http://resolver.staatsbibliothek-berlin.de/SBB0001AC8700000000	http://resolver.staatsbibliothek-berlin.de/SBB0001AC8700000000	1771	http://digital.staatsbibliothek-berlin.de/europeana/PPN832998141/00000005.tif	Staatsbibliothek zu Berlin - Preußischer Kulturbesitz	Typis Braunii	Open Access	Boehm, Andreas  Klevesahl, Ericus Christianus: Academiae Ludovicianae Rector Andreas Boehm, Philos. Et Mathem. Prof. Publ. Ordin. Bibliothecae Acad. Praefectus, Serenissimo Hassiae Landgravio A Consiliis Rerum Metallicarum, Orationem Inauguralem A ... Dn. Erico Christiano Klevesahl, Philosophiae Professore Publico Extraordinario, D. XXIX. Iulii MDCCLXXI. Recitandam Indicit Et Ad Eam Audiendam Omnium Ordinum Proceres Nec Non Cives Academicos Generosissimos Nobilissimosque Decenter Invitat  Simulque Libros Quosdam Rariores Bibliothecae Giessensis Recenset, Praesertim Vero Duos Codices Membranaceos, Alterum Virgilii Carmina Continentem Manuscriptum, Alterum Pretiosissimam Theuerdanckii Editionem Sistentem Describit. Giessae  Berlin 1771	Giessae	Historische Drucke	Academiae Ludovicianae Rector Andreas Boehm, Philos. Et Mathem. Prof. Publ. Ordin. Bibliothecae Acad. Praefectus, Serenissimo Hassiae Landgravio A Consiliis Rerum Metallicarum, Orationem Inauguralem A ... Dn. Erico Christiano Klevesahl, Philosophiae Professore Publico Extraordinario, D. XXIX. Iulii MDCCLXXI. Recitandam Indicit Et Ad Eam Audiendam Omnium Ordinum Proceres Nec Non Cives Academicos Generosissimos Nobilissimosque Decenter Invitat	Monograph
PPN83020461X	Rang, Philippus Christianus	Staatsbibliothek zu Berlin - Preußischer Kulturbesitz	1744	image/jpeg	http://resolver.staatsbibliothek-berlin.de/SBB0001A75300000000	http://resolver.staatsbibliothek-berlin.de/SBB0001A75300000000	1744	http://digital.staatsbibliothek-berlin.de/europeana/PPN83020461X/00000005.tif	Staatsbibliothek zu Berlin - Preußischer Kulturbesitz	Heitzius	Open Access	Rang, Philippus Christianus: Argentoratum Musis Amicam Et Musis Amatam A. D. XI. Cal. Iunias MDCCXXLIV. In Solenni Panegyri Celebravit Simul Incluto Magistratui Patrio Pro Decreto Sibi Annuo Stipendio .... Argentorati  Berlin 1744	Argentorati	Historische Drucke	Argentoratum Musis Amicam Et Musis Amatam A. D. XI. Cal. Iunias MDCCXXLIV. In Solenni Panegyri Celebravit Simul Incluto Magistratui Patrio Pro Decreto Sibi Annuo Stipendio ...	Monograph
PPN832997889	Boehm, Andreas  Schulz, Johannes Christophorus Fridericus  Mauritii, Martinus	Staatsbibliothek zu Berlin - Preußischer Kulturbesitz	1771	image/jpeg	http://resolver.staatsbibliothek-berlin.de/SBB0001AC8600000000	http://resolver.staatsbibliothek-berlin.de/SBB0001AC8600000000	1771	http://digital.staatsbibliothek-berlin.de/europeana/PPN832997889/00000005.tif	Staatsbibliothek zu Berlin - Preußischer Kulturbesitz	Typis Braunii	Open Access	Boehm, Andreas  Schulz, Johannes Christophorus Fridericus  Mauritii, Martinus: Rector Academiae Ludovicianae Andreas Boehm Philos. Et Mathem. Prof. Publ. Ord. Bibliothecae Acad. Praefectus, Nec Non Serenissimo Hassiae Landgravio A Consiliis Rerum Metallicarum, Orationem Inauguralem A ... Dn. Jo. Christophoro Friderico Schulz Graecae Et Oriental. Linguar. Prof. Publ. Ord. D. XXVIII. Febr. MDCCLXXI. Habendam Indicit Atque Ad Eam Audiendam Proceres Omnium Ordinum Civesque Academicos Generosissimos Nobilissimos Decenter Invitat  Simulque Nonnulla Bibliothecae Academicae Msta Ad Litteraturam Graecam Et Orientalem Pertinentia Inprimis Mart. Mauritii Tr. De Re Vestiaria Veter. Hebraeor. Commemorat. Gissae  Berlin 1771	Gissae	Historische Drucke	Rector Academiae Ludovicianae Andreas Boehm Philos. Et Mathem. Prof. Publ. Ord. Bibliothecae Acad. Praefectus, Nec Non Serenissimo Hassiae Landgravio A Consiliis Rerum Metallicarum, Orationem Inauguralem A ... Dn. Jo. Christophoro Friderico Schulz Graecae Et Oriental. Linguar. Prof. Publ. Ord. D. XXVIII. Febr. MDCCLXXI. Habendam Indicit Atque Ad Eam Audiendam Proceres Omnium Ordinum Civesque Academicos Generosissimos Nobilissimos Decenter Invitat	Monograph
PPN825846560	Hardt, Hermann  Reuchlin, Johannes	Staatsbibliothek zu Berlin - Preußischer Kulturbesitz	1712	image/jpeg	http://resolver.staatsbibliothek-berlin.de/SBB00019D0600000000	http://resolver.staatsbibliothek-berlin.de/SBB00019D0600000000	1712	http://digital.staatsbibliothek-berlin.de/europeana/PPN825846560/00000005.tif	Staatsbibliothek zu Berlin - Preußischer Kulturbesitz	None	Open Access	Hardt, Hermann  Reuchlin, Johannes: Calumnia, solidæ Exegeseos martyrium. A. MDXII. Sophistarum & Scholasticorum contumeliæ in Reuchlinum protomartyrem  A. MDCCXII. d. XXI. Nov. Iubilæo Reuchlini. [S.l.]  Berlin 1712	[S.l.]	Einblattdrucke	Calumnia, solidæ Exegeseos martyrium. A. MDXII. Sophistarum & Scholasticorum contumeliæ in Reuchlinum protomartyrem	Monograph
PPN832397415	Sode, Johann-Hermannus  Homborg, Andreas	Staatsbibliothek zu Berlin - Preußischer Kulturbesitz	1701	image/jpeg	http://resolver.staatsbibliothek-berlin.de/SBB0001A9FF00000000	http://resolver.staatsbibliothek-berlin.de/SBB0001A9FF00000000	1701	http://digital.staatsbibliothek-berlin.de/europeana/PPN832397415/00000005.tif	Staatsbibliothek zu Berlin - Preußischer Kulturbesitz	Grosch	Open Access	Sode, Johann-Hermannus  Homborg, Andreas: Votum Gratulatorium Præ-Nobili ac Consultissimo, Domino Andreæ Homborg/ In Academia Julia Professori Jur. Publ. ... Cum In Perantiqva Universitate Gerana Erfordiensi Insignia ac Jura Facultatis Juridicæ Doctoralia Die 1. Junij 1701. In Auditorio Coelico ... Oblatum a Facultate Juridica. Erfordiæ  Berlin 1701	Erfordiæ	Historische Drucke	Votum Gratulatorium Præ-Nobili ac Consultissimo, Domino Andreæ Homborg/ In Academia Julia Professori Jur. Publ. ... Cum In Perantiqva Universitate Gerana Erfordiensi Insignia ac Jura Facultatis Juridicæ Doctoralia Die 1. Junij 1701. In Auditorio Coelico ... Oblatum a Facultate Juridica	Monograph
PPN825845971	Hardt, Hermann  Reuchlin, Johannes	Staatsbibliothek zu Berlin - Preußischer Kulturbesitz	1712	image/jpeg	http://resolver.staatsbibliothek-berlin.de/SBB00019D0400000000	http://resolver.staatsbibliothek-berlin.de/SBB00019D0400000000	1712	http://digital.staatsbibliothek-berlin.de/europeana/PPN825845971/00000005.tif	Staatsbibliothek zu Berlin - Preußischer Kulturbesitz	None	Open Access	Hardt, Hermann  Reuchlin, Johannes: Experientia Philologiæ A. MDXII. Incrementa doctrinæ Reuchlini  ad Fontes usque primos. [S.l.]  Berlin 1712	[S.l.]	Einblattdrucke	Experientia Philologiæ A. MDXII. Incrementa doctrinæ Reuchlini	Monograph
PPN825845262	Hardt, Hermann  Reuchlin, Johannes  Luther, Martin	Staatsbibliothek zu Berlin - Preußischer Kulturbesitz	1712	image/jpeg	http://resolver.staatsbibliothek-berlin.de/SBB00019D0200000000	http://resolver.staatsbibliothek-berlin.de/SBB00019D0200000000	1712	http://digital.staatsbibliothek-berlin.de/europeana/PPN825845262/00000005.tif	Staatsbibliothek zu Berlin - Preußischer Kulturbesitz	None	Open Access	Hardt, Hermann  Reuchlin, Johannes  Luther, Martin: Arma Philologiæ & Exegeseos invicta. A. MDXII.  Insignia Reuchlini, ab A. 1492. Cæsaris Friderici gratiâ: Et Annulus Doctoralis Lutheri, Electoris Friderici Munificentiâ, A. MDXII. d. 19. Octobr. Qui in Rudolpheæ nostræ Bibliothecæ thesauro, æternum serenioris fati monumentum. [S.l.]  Berlin 1712	[S.l.]	Einblattdrucke	Arma Philologiæ & Exegeseos invicta. A. MDXII.	Monograph
PPN832276448	Krakevitz, Albertus Joachimus  Zulichius, Fridemannus Andreas	Staatsbibliothek zu Berlin - Preußischer Kulturbesitz	1715	image/jpeg	http://resolver.staatsbibliothek-berlin.de/SBB0001A9AA00000000	http://resolver.staatsbibliothek-berlin.de/SBB0001A9AA00000000	1715	http://digital.staatsbibliothek-berlin.de/europeana/PPN832276448/00000007.tif	Staatsbibliothek zu Berlin - Preußischer Kulturbesitz	Wepplingius	Open Access	Krakevitz, Albertus Joachimus  Zulichius, Fridemannus Andreas: Facultatis Theologicæ Ad hunc Actum Decanus Albertus Joach. de Krakevitz, S.S. Th. D. eiusdemq; P. P. Consistorii Ducalis Consiliarius & Districtus Meclenb. Superintendens, h.t. Acad. Rector. Suo & Collegii Theologici nomine Ad Disputationem Inauguralem Viri ... Dn. M. Fridemanni Andreæ Zulichii, Jenens. De Theologia Dæmonum  Ad diem XV. Aug. Anni currentis MDCCXV. ... Academiæ Pro-Rectorem Illustrissimi Regiminis nec non Illustris Cancellariæ Consiliarios Utriusque Reip. Proceres omnesque Cives Academicos aliosque Literarum Fautores atque Cultores, Ut præsentia sua hunc actum exornent, omni studio atque officio invitat. Rostochii  Berlin 1715	Rostochii	Historische Drucke	Facultatis Theologicæ Ad hunc Actum Decanus Albertus Joach. de Krakevitz, S.S. Th. D. eiusdemq; P. P. Consistorii Ducalis Consiliarius & Districtus Meclenb. Superintendens, h.t. Acad. Rector. Suo & Collegii Theologici nomine Ad Disputationem Inauguralem Viri ... Dn. M. Fridemanni Andreæ Zulichii, Jenens. De Theologia Dæmonum	Monograph
PPN83239761X	Schirmerus, Theodoricus Fridemannus  Homborgius, Andreas	Staatsbibliothek zu Berlin - Preußischer Kulturbesitz	1701	image/jpeg	http://resolver.staatsbibliothek-berlin.de/SBB0001AA0000000000	http://resolver.staatsbibliothek-berlin.de/SBB0001AA0000000000	1701	http://digital.staatsbibliothek-berlin.de/europeana/PPN83239761X/00000005.tif	Staatsbibliothek zu Berlin - Preußischer Kulturbesitz	Grosch	Open Access	Schirmerus, Theodoricus Fridemannus  Homborgius, Andreas: Sacræ Themidos Purpura Doctoralis Qva Sub Auspiciis ... Domini Lotharii Francisci, S. Sedis Moguntinæ Archi-Episcopi ... Dominus Andreas Homborgius, In Academia Julia Professor Juris Publicus ... Die 1. Junij 1701. In Auditorio Coelico Solemni ritu & Majorum more exornatus fuit, Seqventi Gratulatorio Excepta a Theodorico Fridemanno Schirmero, J.C.. Erfordiæ  Berlin 1701	Erfordiæ	Historische Drucke	Sacræ Themidos Purpura Doctoralis Qva Sub Auspiciis ... Domini Lotharii Francisci, S. Sedis Moguntinæ Archi-Episcopi ... Dominus Andreas Homborgius, In Academia Julia Professor Juris Publicus ... Die 1. Junij 1701. In Auditorio Coelico Solemni ritu & Majorum more exornatus fuit, Seqventi Gratulatorio Excepta a Theodorico Fridemanno Schirmero, J.C.	Monograph
PPN832277355	Schlicht, Levin Johann  Lybius, Christophorus	Staatsbibliothek zu Berlin - Preußischer Kulturbesitz	1714	image/jpeg	http://resolver.staatsbibliothek-berlin.de/SBB0001A9AC00000000	http://resolver.staatsbibliothek-berlin.de/SBB0001A9AC00000000	1714	http://digital.staatsbibliothek-berlin.de/europeana/PPN832277355/00000007.tif	Staatsbibliothek zu Berlin - Preußischer Kulturbesitz	Gernemann	Open Access	Schlicht, Levin Johann  Lybius, Christophorus: Vitam Secundi Praesulis Lutherani Palaeo-Brandenburgici M. Christophori Lybii Exponit  Simulque Ad Audiendas Benevole Orationes Eucharisticas, A Tribus Saldriae Adhuc Alumnis Scholam Cum Academia Commutaturis, d. [] Septembr. in Auditorio Maiori ... Omnes Litterarum Fautores In Hac Urbe decenter invitat. Brandenburgi  Berlin 1714	Brandenburgi	VD18 digital	Vitam Secundi Praesulis Lutherani Palaeo-Brandenburgici M. Christophori Lybii Exponit	Monograph
PPN833612417	Försterus, Nicolaus  Hugo, Ludolph	Staatsbibliothek zu Berlin - Preußischer Kulturbesitz	1719	image/jpeg	http://resolver.staatsbibliothek-berlin.de/SBB0001AE4400000000	http://resolver.staatsbibliothek-berlin.de/SBB0001AE4400000000	1719	http://digital.staatsbibliothek-berlin.de/europeana/PPN833612417/00000005.tif	Staatsbibliothek zu Berlin - Preußischer Kulturbesitz	Försterus	Open Access	Försterus, Nicolaus  Hugo, Ludolph: Catalogus Bibliothecæ Selectæ  Illustris Quondam Status Ministri Exhibens Libros In Omni Studiorum Genere Raro Occurrentes Nitide Compactos Qui Publica Auctionis Lege Hannoveræ In ædibus vulgo das Landschafftliche Haus Die VIII. Novembris Et Sequentibus Anno M DCC XXIX .... Hannoverae  Berlin 1719	Hannoverae	Historische Drucke	Catalogus Bibliothecæ Selectæ	Monograph
PPN832396907	Charisius, Adamus Theophilus  Wernerus, Adamus Balthasarus	Staatsbibliothek zu Berlin - Preußischer Kulturbesitz	1708	image/jpeg	http://resolver.staatsbibliothek-berlin.de/SBB0001A9FE00000000	http://resolver.staatsbibliothek-berlin.de/SBB0001A9FE00000000	1708	http://digital.staatsbibliothek-berlin.de/europeana/PPN832396907/00000005.tif	Staatsbibliothek zu Berlin - Preußischer Kulturbesitz	Typis viduae Oeckelianae	Open Access	Charisius, Adamus Theophilus  Wernerus, Adamus Balthasarus: Viro Nobilissimo, Excellentissimo Et Consultissimo Domino Adamo Balthasari Wernero, J.U.D. Et Serenissimi Ducis Würtenbergico-Olsnensis Consiliario Ad Professionem Juridicam, In Academia Viadrina subeundam vocato. Svidnicii  Berlin 1708	Svidnicii	Historische Drucke	Viro Nobilissimo, Excellentissimo Et Consultissimo Domino Adamo Balthasari Wernero, J.U.D. Et Serenissimi Ducis Würtenbergico-Olsnensis Consiliario Ad Professionem Juridicam, In Academia Viadrina subeundam vocato	Monograph
PPN832274593	Wippel, Johann Jakob  Heinzelmann, Johann  Pudor, Christian	Staatsbibliothek zu Berlin - Preußischer Kulturbesitz	1747	image/jpeg	http://resolver.staatsbibliothek-berlin.de/SBB0001A9A300000000	http://resolver.staatsbibliothek-berlin.de/SBB0001A9A300000000	1747	http://digital.staatsbibliothek-berlin.de/europeana/PPN832274593/00000007.tif	Staatsbibliothek zu Berlin - Preußischer Kulturbesitz	Henning	Open Access	Wippel, Johann Jakob  Heinzelmann, Johann  Pudor, Christian: Nachricht von dem Leben und den Schriften des teutschen Sprachlehrers, Christian Pudors  mit welcher ein ... Collegium der Herren Patronen, ... Herr Ephorus wie auch alle Gönner und Freunde, zur abermaligen Feier des Stiftungstages unsers Anno 1574. errichteten Berlinischen Gymnasii zum Grauenkloster, auf den 4ten December 1747 ... eingeladen werden. Berlin  Berlin 1747	Berlin	Historische Drucke	Nachricht von dem Leben und den Schriften des teutschen Sprachlehrers, Christian Pudors	Monograph
