PPN	creator	dataProvider	date	format	identifier	isShownAt	issued	object	provider	publisher	rights	source	spatial	subject	title	type
PPN828819327	Mullerus, Johannes Georgius  Kriegk, Georg Nicolaus	Staatsbibliothek zu Berlin - Preußischer Kulturbesitz	1707	image/jpeg	http://resolver.staatsbibliothek-berlin.de/SBB0001A50900000000	http://resolver.staatsbibliothek-berlin.de/SBB0001A50900000000	1707	http://digital.staatsbibliothek-berlin.de/europeana/PPN828819327/00000001.tif	Staatsbibliothek zu Berlin - Preußischer Kulturbesitz	Litteris Nisianis	Open Access	Mullerus, Johannes Georgius  Kriegk, Georg Nicolaus: Johannis Georgii Mvlleri Poes. Prof. Pvbl. Propempticon Ad Virvm Clarissimvm Ge. Nicolavm Kriegk Magistrvm Artivm Et Hactenvs Ordinis Philosophici Adivnctvm Meritissimvm Nvnc Gymnasii Ilfeldensis Rectorem Ac Instavratorem Amicvm Svvm  In Academia Ienensi, M D CC VII. Ienensi  Berlin 1707	Ienensi	Historische Drucke	Johannis Georgii Mvlleri Poes. Prof. Pvbl. Propempticon Ad Virvm Clarissimvm Ge. Nicolavm Kriegk Magistrvm Artivm Et Hactenvs Ordinis Philosophici Adivnctvm Meritissimvm Nvnc Gymnasii Ilfeldensis Rectorem Ac Instavratorem Amicvm Svvm	Monograph
PPN819810851	Piëter, Joachim	Staatsbibliothek zu Berlin - Preußischer Kulturbesitz	1775	image/jpeg	http://resolver.staatsbibliothek-berlin.de/SBB000194F500000000	http://resolver.staatsbibliothek-berlin.de/SBB000194F500000000	1775	http://digital.staatsbibliothek-berlin.de/europeana/PPN819810851/00000001.tif	Staatsbibliothek zu Berlin - Preußischer Kulturbesitz	Wange	Open Access	Piëter, Joachim: Homerici Carminis Laudes Ex Fontibus Graecorum Romanorumque Derivatae Rivulisque Recentiorum Diductae Vt Instar Commentarioli In Homerum Esse Possint. Berolini  Berlin 1775	Berolini	Historische Drucke	Homerici Carminis Laudes Ex Fontibus Graecorum Romanorumque Derivatae Rivulisque Recentiorum Diductae Vt Instar Commentarioli In Homerum Esse Possint	Monograph
PPN828829187	Callenberg, Johann Heinrich	Staatsbibliothek zu Berlin - Preußischer Kulturbesitz	1740	image/jpeg	http://resolver.staatsbibliothek-berlin.de/SBB0001A51100010000	http://resolver.staatsbibliothek-berlin.de/SBB0001A51100010000	1740	http://digital.staatsbibliothek-berlin.de/europeana/PPN828829187/00000001.tif	Staatsbibliothek zu Berlin - Preußischer Kulturbesitz	Institutum Judaicum	Open Access	Callenberg, Johann Heinrich: Loci Codicum Arabicorum De Jure Circa Christianos Muhammedico. Halae 1740	Halae	Historische Drucke	Loci Codicum Arabicorum De Jure Circa Christianos Muhammedico	Volume
PPN828829268	Callenberg, Johann Heinrich	Staatsbibliothek zu Berlin - Preußischer Kulturbesitz	1741	image/jpeg	http://resolver.staatsbibliothek-berlin.de/SBB0001A51100020000	http://resolver.staatsbibliothek-berlin.de/SBB0001A51100020000	1741	http://digital.staatsbibliothek-berlin.de/europeana/PPN828829268/00000001.tif	Staatsbibliothek zu Berlin - Preußischer Kulturbesitz	Institutum Judaicum	Open Access	Callenberg, Johann Heinrich: Loci Codicum Arabicorum De Jure Circa Christianos Muhammedico. Halae 1741	Halae	Historische Drucke	Loci Codicum Arabicorum De Jure Circa Christianos Muhammedico	Volume
PPN828671494	Bell, Johann  Ebeling, Christoph Daniel  Hunter, William	Staatsbibliothek zu Berlin - Preußischer Kulturbesitz	1787	image/jpeg	http://resolver.staatsbibliothek-berlin.de/SBB0001A4A100000000	http://resolver.staatsbibliothek-berlin.de/SBB0001A4A100000000	1787	http://digital.staatsbibliothek-berlin.de/europeana/PPN828671494/00000005.tif	Staatsbibliothek zu Berlin - Preußischer Kulturbesitz	Bohn	Open Access	Bell, Johann  Ebeling, Christoph Daniel  Hunter, William: Dr. Johann Bells Reisen von Petersburg in verschiedne Gegenden Asiens nach Persien, Sina u.s.w.  nebst desselben kurzer Nachricht von dem Zuge nach Derbent in Persien unter Peter dem Großen im Jahre 1722 ; Aus dem Englischen übersezt. Hamburg  Berlin 1787	Hamburg	Historische Drucke	Dr. Johann Bells Reisen von Petersburg in verschiedne Gegenden Asiens nach Persien, Sina u.s.w.	Monograph
PPN82776992X	Reinhold, Christian Ludolph	Staatsbibliothek zu Berlin - Preußischer Kulturbesitz	1791	image/jpeg	http://resolver.staatsbibliothek-berlin.de/SBB0001A23200000000	http://resolver.staatsbibliothek-berlin.de/SBB0001A23200000000	1791	http://digital.staatsbibliothek-berlin.de/europeana/PPN82776992X/00000005.tif	Staatsbibliothek zu Berlin - Preußischer Kulturbesitz	Perrenon	Open Access	Reinhold, Christian Ludolph: Beytrag einer Mythologie der alten teutschen Götter  Mit 7 Kupfern. Osnabrück  Münster  Berlin 1791	Osnabrück  Münster	Historische Drucke	Beytrag einer Mythologie der alten teutschen Götter	Monograph
PPN828830827	Callenberg, Johann Heinrich	Staatsbibliothek zu Berlin - Preußischer Kulturbesitz	1747	image/jpeg	http://resolver.staatsbibliothek-berlin.de/SBB0001A51100040000	http://resolver.staatsbibliothek-berlin.de/SBB0001A51100040000	1747	http://digital.staatsbibliothek-berlin.de/europeana/PPN828830827/00000001.tif	Staatsbibliothek zu Berlin - Preußischer Kulturbesitz	Institutum Judaicum	Open Access	Callenberg, Johann Heinrich: Loci Codicum Arabicorum De Jure Circa Christianos Muhammedico. Halae 1747	Halae	Historische Drucke	Loci Codicum Arabicorum De Jure Circa Christianos Muhammedico	Volume
PPN824414888	Comenius, Johann Amos  Dessler, Wolfgang Christoph	Staatsbibliothek zu Berlin - Preußischer Kulturbesitz	1754	image/jpeg	http://resolver.staatsbibliothek-berlin.de/SBB00019B6700010000	http://resolver.staatsbibliothek-berlin.de/SBB00019B6700010000	1754	http://digital.staatsbibliothek-berlin.de/europeana/PPN824414888/00000001.tif	Staatsbibliothek zu Berlin - Preußischer Kulturbesitz	Endter	Open Access	Comenius, Johann Amos  Dessler, Wolfgang Christoph: CL. Figuris instructa & illustrata, Cujus beneficio Tyronibus facillimâ methodo & summâ voluptate ingens elegantium Phrasium ac rarissimorum Terminorum Atrium in Prima Parte non extantium, copia instillari potest ...  Cum indice locupletissimo. Noribergae 1754	Noribergae	Historische Drucke	CL. Figuris instructa & illustrata, Cujus beneficio Tyronibus facillimâ methodo & summâ voluptate ingens elegantium Phrasium ac rarissimorum Terminorum Atrium in Prima Parte non extantium, copia instillari potest ...	Volume
PPN828819009	Salig, Christianus Augustus  Katte, Joannes Dethlevius  Nesenerus, Christophorus Fridericus	Staatsbibliothek zu Berlin - Preußischer Kulturbesitz	1707	image/jpeg	http://resolver.staatsbibliothek-berlin.de/SBB0001A50800000000	http://resolver.staatsbibliothek-berlin.de/SBB0001A50800000000	1707	http://digital.staatsbibliothek-berlin.de/europeana/PPN828819009/00000001.tif	Staatsbibliothek zu Berlin - Preußischer Kulturbesitz	Müllerus	Open Access	Salig, Christianus Augustus  Katte, Joannes Dethlevius  Nesenerus, Christophorus Fridericus: Carmen Propempticum, Quo Nobilissimos Ornatissimosque Iuvenes, Jo. Dethlevium De Katte, Bremensem Equitem, Et Christoph. Frider. Nesenerum, Sambswegiensem, Coniunctissimos Antea Commilitones Suos, Ex Bergensi Lyceo In Illustrem Fridericianam A.O.R. MD CCVII Abeuntes, Prosequi Voluit. Magdeburgi  Berlin 1707	Magdeburgi	Historische Drucke	Carmen Propempticum, Quo Nobilissimos Ornatissimosque Iuvenes, Jo. Dethlevium De Katte, Bremensem Equitem, Et Christoph. Frider. Nesenerum, Sambswegiensem, Coniunctissimos Antea Commilitones Suos, Ex Bergensi Lyceo In Illustrem Fridericianam A.O.R. MD CCVII Abeuntes, Prosequi Voluit	Monograph
PPN82882861X	Callenberg, Johann Heinrich	Staatsbibliothek zu Berlin - Preußischer Kulturbesitz	1740	image/jpeg	http://resolver.staatsbibliothek-berlin.de/SBB0001A51100000000	http://resolver.staatsbibliothek-berlin.de/SBB0001A51100000000	1740	None	Staatsbibliothek zu Berlin - Preußischer Kulturbesitz	Institutum Judaicum	Open Access	Callenberg, Johann Heinrich: Loci Codicum Arabicorum De Jure Circa Christianos Muhammedico. Halae  Berlin 1740	Halae	Historische Drucke	Loci Codicum Arabicorum De Jure Circa Christianos Muhammedico	Multivolume work
PPN824414756	Comenius, Johannes Amos	Staatsbibliothek zu Berlin - Preußischer Kulturbesitz	1756	image/jpeg	http://resolver.staatsbibliothek-berlin.de/SBB00019B6700000000	http://resolver.staatsbibliothek-berlin.de/SBB00019B6700000000	1756	None	Staatsbibliothek zu Berlin - Preußischer Kulturbesitz	Endt[er]	Open Access	Comenius, Johannes Amos: Joh. Amos Comenii Orbis Sensualium Picti Pars .... Noribergae  Berlin 1756	Noribergae	Historische Drucke	Joh. Amos Comenii Orbis Sensualium Picti Pars ...	Multivolume work
PPN828818134	Kiefhaber, Michael Volkmar  Omeis, Magnus Daniel	Staatsbibliothek zu Berlin - Preußischer Kulturbesitz	1706	image/jpeg	http://resolver.staatsbibliothek-berlin.de/SBB0001A50600000000	http://resolver.staatsbibliothek-berlin.de/SBB0001A50600000000	1706	http://digital.staatsbibliothek-berlin.de/europeana/PPN828818134/00000005.tif	Staatsbibliothek zu Berlin - Preußischer Kulturbesitz	Hagen	Open Access	Kiefhaber, Michael Volkmar  Omeis, Magnus Daniel: Dem Hoch-Edel, Gestreng- und Hochgelehrten Herrn Magnus Daniel Omeisen, Comiti Palatino Caesareo, Phil. Moralis & Eloquentiae Professori Publico Und der Hochlöblichen Philosophischen Facultaet auf der weitberühmten Universitaet Altdorff, der Zeit Hochansehnlichem Decano, wolte mit diesen Zeilen seinen schuldigsten Gehorsam zu erkennen geben Michael Volkmar Kiefhaber. Schwobach  Berlin 1706	Schwobach	Historische Drucke	Dem Hoch-Edel, Gestreng- und Hochgelehrten Herrn Magnus Daniel Omeisen, Comiti Palatino Caesareo, Phil. Moralis & Eloquentiae Professori Publico Und der Hochlöblichen Philosophischen Facultaet auf der weitberühmten Universitaet Altdorff, der Zeit Hochansehnlichem Decano, wolte mit diesen Zeilen seinen schuldigsten Gehorsam zu erkennen geben Michael Volkmar Kiefhaber	Monograph
PPN828829349	Callenberg, Johann Heinrich	Staatsbibliothek zu Berlin - Preußischer Kulturbesitz	1741	image/jpeg	http://resolver.staatsbibliothek-berlin.de/SBB0001A51100030000	http://resolver.staatsbibliothek-berlin.de/SBB0001A51100030000	1741	http://digital.staatsbibliothek-berlin.de/europeana/PPN828829349/00000001.tif	Staatsbibliothek zu Berlin - Preußischer Kulturbesitz	Institutum Judaicum	Open Access	Callenberg, Johann Heinrich: Loci Codicum Arabicorum De Jure Circa Christianos Muhammedico. Halae 1741	Halae	Historische Drucke	Loci Codicum Arabicorum De Jure Circa Christianos Muhammedico	Volume
PPN83303278X	Rogall, Georg Friedrich	Staatsbibliothek zu Berlin - Preußischer Kulturbesitz	1738	image/jpeg	http://resolver.staatsbibliothek-berlin.de/SBB0001AC9300000000	http://resolver.staatsbibliothek-berlin.de/SBB0001AC9300000000	1738	http://digital.staatsbibliothek-berlin.de/europeana/PPN83303278X/00000005.tif	Staatsbibliothek zu Berlin - Preußischer Kulturbesitz	Züllichauisches Wäysenhaus  Frommann	Open Access	Rogall, Georg Friedrich: Georg Friedrich Rogalls, S. Theol. Doct. und Prof. Ord. auf der Academie zu Königsb. in Preussen, Hertzliches Erweckungs-Schreiben, An einige Studios. Theol. auf der Academie zu Halle den 13. Dec. 1729. abgelassen  Zur allgemeinen Erbauung, sonderlich derer, die sich zum Dienst der Kirchen Gottes zubereiten, durch den Druck mitgetheilet. Leipzig  Leipzig  Berlin 1738	Leipzig  Leipzig	Historische Drucke	Georg Friedrich Rogalls, S. Theol. Doct. und Prof. Ord. auf der Academie zu Königsb. in Preussen, Hertzliches Erweckungs-Schreiben, An einige Studios. Theol. auf der Academie zu Halle den 13. Dec. 1729. abgelassen	Monograph
PPN829081569	Nemeitz, Joachim Christoph  Stenbock, Magnus	Staatsbibliothek zu Berlin - Preußischer Kulturbesitz	1721	image/jpeg	http://resolver.staatsbibliothek-berlin.de/SBB0001A5F700000000	http://resolver.staatsbibliothek-berlin.de/SBB0001A5F700000000	1721	http://digital.staatsbibliothek-berlin.de/europeana/PPN829081569/00000009.tif	Staatsbibliothek zu Berlin - Preußischer Kulturbesitz	None	Open Access	Nemeitz, Joachim Christoph  Stenbock, Magnus: Mémoires Concernant M. Le Comte de Steenbock Senateur De Suede Et Generalissime Des Armées De Sa Majesté Sued. En Allemagne Savoir les Canpagnes de 1712. & 1713. de ce Général aved sa Justification. [S.l.]  Berlin 1721	[S.l.]	Historische Drucke	Mémoires Concernant M. Le Comte de Steenbock Senateur De Suede Et Generalissime Des Armées De Sa Majesté Sued. En Allemagne Savoir les Canpagnes de 1712. & 1713. de ce Général aved sa Justification	Monograph
PPN833149326	Crusius, Christian August  Walther, Rudolph Julius	Staatsbibliothek zu Berlin - Preußischer Kulturbesitz	1767	image/jpeg	http://resolver.staatsbibliothek-berlin.de/SBB0001ACCB00000000	http://resolver.staatsbibliothek-berlin.de/SBB0001ACCB00000000	1767	http://digital.staatsbibliothek-berlin.de/europeana/PPN833149326/00000007.tif	Staatsbibliothek zu Berlin - Preußischer Kulturbesitz	Langenheim	Open Access	Crusius, Christian August  Walther, Rudolph Julius: Herrn D. Christian August Crusius, Professoris Primarii zu Leipzig, des Hochstifts Meissen Prälaten und Domherrn [et]c. [et]c. Abhandlung von der wahren Bedeutung des Nahmens Jehovah, daß sie sich auf ein Werk Gottes, und zwar auf das Reich Gottes, beziehe. Leipzig  Berlin 1767	Leipzig	Historische Drucke	Herrn D. Christian August Crusius, Professoris Primarii zu Leipzig, des Hochstifts Meissen Prälaten und Domherrn [et]c. [et]c. Abhandlung von der wahren Bedeutung des Nahmens Jehovah, daß sie sich auf ein Werk Gottes, und zwar auf das Reich Gottes, beziehe	Monograph
PPN83302955X	Le Noble, Eustache	Staatsbibliothek zu Berlin - Preußischer Kulturbesitz	1748	image/jpeg	http://resolver.staatsbibliothek-berlin.de/SBB0001AC9100000000	http://resolver.staatsbibliothek-berlin.de/SBB0001AC9100000000	1748	http://digital.staatsbibliothek-berlin.de/europeana/PPN83302955X/00000005.tif	Staatsbibliothek zu Berlin - Preußischer Kulturbesitz	Hartmann	Open Access	Le Noble, Eustache: Der Eckel vor der Welt, durch lehrreiche Sprüche, so aus der heiligen Schrift und aus den Kirchenvätern gezogen. Dantzig  Berlin 1748	Dantzig	Historische Drucke	Der Eckel vor der Welt, durch lehrreiche Sprüche, so aus der heiligen Schrift und aus den Kirchenvätern gezogen	Monograph
PPN828411549	Meineke, Johann Heinrich Friedrich	Staatsbibliothek zu Berlin - Preußischer Kulturbesitz	1791	image/jpeg	http://resolver.staatsbibliothek-berlin.de/SBB0001A3A900000000	http://resolver.staatsbibliothek-berlin.de/SBB0001A3A900000000	1791	http://digital.staatsbibliothek-berlin.de/europeana/PPN828411549/00000005.tif	Staatsbibliothek zu Berlin - Preußischer Kulturbesitz	Ernst	Open Access	Meineke, Johann Heinrich Friedrich: Paläphatus von unglaublichen Begebenheiten  Aus dem Griechischen übersetzt, und mit Anmerkungen erläutert. Ouedlinburg  Berlin 1791	Ouedlinburg	Historische Drucke	Paläphatus von unglaublichen Begebenheiten	Monograph
PPN825725542	Reuchlinus, Joannes  Hardt, Anton Julius  Tunicius, Antonius  Dalburgius, Joannes  Basellius, Nicolaus	Staatsbibliothek zu Berlin - Preußischer Kulturbesitz	1729	image/jpeg	http://resolver.staatsbibliothek-berlin.de/SBB00019CE100000000	http://resolver.staatsbibliothek-berlin.de/SBB00019CE100000000	1729	http://digital.staatsbibliothek-berlin.de/europeana/PPN825725542/00000001.tif	Staatsbibliothek zu Berlin - Preußischer Kulturbesitz	Schnorrius	Open Access	Reuchlinus, Joannes  Hardt, Anton Julius  Tunicius, Antonius  Dalburgius, Joannes  Basellius, Nicolaus: Ineditvm Joannis Revchlini, Phorcensis Svevi, J. V. D. Tvbingensis, Primi Secvlo XV. Apvd Germanos Græcæ Lingvæ Instavratoris, Colloqvivm Græco-Latinvm, Anno 1489. Stvtgardiæ Concinnatvm Et Episcopo Wormatiensi, Joanni Dalbvrgio, Elegantiorvm Literarvm Ævo Illo Præsidi, Missvm. Ex MSCo. A. 1508. A Nicolao Basellio Monacho Hirsavgiensi Exarato, In Elegantivm Brvnsvicensivm Scholarvm Græca Stvdia Solide Et Cvrate Colentivm Oblectationem A. MDCCXXIX. In Academia Jvlia. Helmstadii  Berlin 1729	Helmstadii	Historische Drucke	Ineditvm Joannis Revchlini, Phorcensis Svevi, J. V. D. Tvbingensis, Primi Secvlo XV. Apvd Germanos Græcæ Lingvæ Instavratoris, Colloqvivm Græco-Latinvm, Anno 1489. Stvtgardiæ Concinnatvm Et Episcopo Wormatiensi, Joanni Dalbvrgio, Elegantiorvm Literarvm Ævo Illo Præsidi, Missvm. Ex MSCo. A. 1508. A Nicolao Basellio Monacho Hirsavgiensi Exarato, In Elegantivm Brvnsvicensivm Scholarvm Græca Stvdia Solide Et Cvrate Colentivm Oblectationem A. MDCCXXIX. In Academia Jvlia	Monograph
PPN82626154X	Sarpi, Paolo	Staatsbibliothek zu Berlin - Preußischer Kulturbesitz	1750	image/jpeg	http://resolver.staatsbibliothek-berlin.de/SBB00019D7F00020000	http://resolver.staatsbibliothek-berlin.de/SBB00019D7F00020000	1750	http://digital.staatsbibliothek-berlin.de/europeana/PPN82626154X/00000001.tif	Staatsbibliothek zu Berlin - Preußischer Kulturbesitz	Mulleri	Open Access	Sarpi, Paolo: Opere Varie Del Molto Reverendo Padre F. Paolo Sarpi Dell'Ordine De'Servi Di Maria Theologo Consultore Della Serenissima Repubblica Di Venezia Divise In Due Tomi. Helmstat 1750	Helmstat	Historische Drucke	Opere Varie Del Molto Reverendo Padre F. Paolo Sarpi Dell'Ordine De'Servi Di Maria Theologo Consultore Della Serenissima Repubblica Di Venezia Divise In Due Tomi	Volume
PPN828676763	Mezler, Johann Benedict	Staatsbibliothek zu Berlin - Preußischer Kulturbesitz	1770	image/jpeg	http://resolver.staatsbibliothek-berlin.de/SBB0001A4A400020000	http://resolver.staatsbibliothek-berlin.de/SBB0001A4A400020000	1770	http://digital.staatsbibliothek-berlin.de/europeana/PPN828676763/00000001.tif	Staatsbibliothek zu Berlin - Preußischer Kulturbesitz	Mezler	Open Access	Mezler, Johann Benedict: N - Z. Stutgart 1770	Stutgart	Historische Drucke	N - Z	Volume
PPN82626087X	Sarpi, Paolo  Gradonici, Petri	Staatsbibliothek zu Berlin - Preußischer Kulturbesitz	1750	image/jpeg	http://resolver.staatsbibliothek-berlin.de/SBB00019D7F00010000	http://resolver.staatsbibliothek-berlin.de/SBB00019D7F00010000	1750	http://digital.staatsbibliothek-berlin.de/europeana/PPN82626087X/00000001.tif	Staatsbibliothek zu Berlin - Preußischer Kulturbesitz	Mulleri	Open Access	Sarpi, Paolo  Gradonici, Petri: Opere Varie Del Molto Reverendo Padre F. Paolo Sarpi Dell'Ordine De'Servi Di Maria Theologo Consultore Della Serenissima Repubblica Di Venezia Divise In Due Tomi. Helmstat 1750	Helmstat	Historische Drucke	Opere Varie Del Molto Reverendo Padre F. Paolo Sarpi Dell'Ordine De'Servi Di Maria Theologo Consultore Della Serenissima Repubblica Di Venezia Divise In Due Tomi	Volume
PPN825726565	Oettingen, Franz Ludwig von	Staatsbibliothek zu Berlin - Preußischer Kulturbesitz	1734	image/jpeg	http://resolver.staatsbibliothek-berlin.de/SBB00019CE700000000	http://resolver.staatsbibliothek-berlin.de/SBB00019CE700000000	1734	http://digital.staatsbibliothek-berlin.de/europeana/PPN825726565/00000001.tif	Staatsbibliothek zu Berlin - Preußischer Kulturbesitz	Schnorrius	Open Access	Oettingen, Franz Ludwig von: S. R. I. Comitis Ottingensis Francisci Lvdovici Philosophiæ Et Jvris Doctoris Botanica Jvdaeorum In Vltimo Codice Talmvdico Okezim, Cvm In Academia Jvlia Post Novem Talmvdis Systemata Evolvta, A. MDCCXXXIV. Evnte Mense Maio Porro Tres Codices Mischnicos, Pirke Avot, Massecht Horajot, Et Massecht Okezim, Et Initio Mensis Ivnii Tres Alios Massecht Kinim, Massecht Meila, Et Massecht Nasir, Pro Veteri Sacra Jvdæorum Re Cognoscenda Ante Iter Ad Batavos Cvrate Perlegisset. Helmstadii  Berlin 1734	Helmstadii	Historische Drucke	S. R. I. Comitis Ottingensis Francisci Lvdovici Philosophiæ Et Jvris Doctoris Botanica Jvdaeorum In Vltimo Codice Talmvdico Okezim, Cvm In Academia Jvlia Post Novem Talmvdis Systemata Evolvta, A. MDCCXXXIV. Evnte Mense Maio Porro Tres Codices Mischnicos, Pirke Avot, Massecht Horajot, Et Massecht Okezim, Et Initio Mensis Ivnii Tres Alios Massecht Kinim, Massecht Meila, Et Massecht Nasir, Pro Veteri Sacra Jvdæorum Re Cognoscenda Ante Iter Ad Batavos Cvrate Perlegisset	Monograph
PPN826033202	Frid, Johannes Fridericus  Schererus, Johannes Fridericus	Staatsbibliothek zu Berlin - Preußischer Kulturbesitz	1745	image/jpeg	http://resolver.staatsbibliothek-berlin.de/SBB00019D2700000000	http://resolver.staatsbibliothek-berlin.de/SBB00019D2700000000	1745	http://digital.staatsbibliothek-berlin.de/europeana/PPN826033202/00000005.tif	Staatsbibliothek zu Berlin - Preußischer Kulturbesitz	Heitzius	Open Access	Frid, Johannes Fridericus  Schererus, Johannes Fridericus: Programma Ad Orationem Inauguralem, Qua Vir Nobilissimus, Amplissimus, Atque Excellentissimus Dominus Joh. Fridericus Schererus, Linguæ Græcæ Et Hebraicæ Professor Publicus Ordinarius Celeberrimus, Muneris Nuper Concrediti Initium D. XVIII. Maii A. O. R. M DCC XLV. Ex Ritu Solenni Suscipit, Invitans. Argentorati  Berlin 1745	Argentorati	Historische Drucke	Programma Ad Orationem Inauguralem, Qua Vir Nobilissimus, Amplissimus, Atque Excellentissimus Dominus Joh. Fridericus Schererus, Linguæ Græcæ Et Hebraicæ Professor Publicus Ordinarius Celeberrimus, Muneris Nuper Concrediti Initium D. XVIII. Maii A. O. R. M DCC XLV. Ex Ritu Solenni Suscipit, Invitans	Monograph
PPN825725178	Hardt, Hermannus  Reuchlinus, Johannes	Staatsbibliothek zu Berlin - Preußischer Kulturbesitz	1721	image/jpeg	http://resolver.staatsbibliothek-berlin.de/SBB00019CE000000000	http://resolver.staatsbibliothek-berlin.de/SBB00019CE000000000	1721	http://digital.staatsbibliothek-berlin.de/europeana/PPN825725178/00000001.tif	Staatsbibliothek zu Berlin - Preußischer Kulturbesitz	Schnorrius	Open Access	Hardt, Hermannus  Reuchlinus, Johannes: Festum Reuchlini Icti LXVI. annorum senis, in academia Tubingensi, ante hos ducentos annos, A. M.D.XXI. hebraicæ & græcæ linguæ professoris, celebratum & symbolis illustratum in Academia Iulia anno seculari M.D.CC.XXI. d. XI. Iulii, interprete Hermanno von der Hardt, Acad. Iul. Sen. & Præpos. Mariæb.. Helmstadii  Berlin 1721	Helmstadii	Historische Drucke	Festum Reuchlini Icti LXVI. annorum senis, in academia Tubingensi, ante hos ducentos annos, A. M.D.XXI. hebraicæ & græcæ linguæ professoris, celebratum & symbolis illustratum in Academia Iulia anno seculari M.D.CC.XXI. d. XI. Iulii, interprete Hermanno von der Hardt, Acad. Iul. Sen. & Præpos. Mariæb.	Monograph
PPN825724953	Hardt, Hermannus	Staatsbibliothek zu Berlin - Preußischer Kulturbesitz	1718	image/jpeg	http://resolver.staatsbibliothek-berlin.de/SBB00019CDF00000000	http://resolver.staatsbibliothek-berlin.de/SBB00019CDF00000000	1718	http://digital.staatsbibliothek-berlin.de/europeana/PPN825724953/00000001.tif	Staatsbibliothek zu Berlin - Preußischer Kulturbesitz	Schnorrius	Open Access	Hardt, Hermannus: Prodromus Concilii Basileensis, Cuius Acta & negotia publica ex numerosis coævis MSCtis Voluminibus VIII. recensebit Hermannus von der Hardt,  Academiæ Iuliæ Senior & Præp. Mariæb.. Helmstadii  Berlin 1718	Helmstadii	Historische Drucke	Prodromus Concilii Basileensis, Cuius Acta & negotia publica ex numerosis coævis MSCtis Voluminibus VIII. recensebit Hermannus von der Hardt,	Monograph
PPN825726042	Hardt, Hermannus  Oettingen, Franz Ludwig von	Staatsbibliothek zu Berlin - Preußischer Kulturbesitz	1733	image/jpeg	http://resolver.staatsbibliothek-berlin.de/SBB00019CE500000000	http://resolver.staatsbibliothek-berlin.de/SBB00019CE500000000	1733	http://digital.staatsbibliothek-berlin.de/europeana/PPN825726042/00000001.tif	Staatsbibliothek zu Berlin - Preußischer Kulturbesitz	Schnorrius	Open Access	Hardt, Hermannus  Oettingen, Franz Ludwig von: [...] gnōmē Sapientia. In Dulcem Memoriam Reverendissimi Ac Illustrissimi S. R. I. Comitis Oettingensis Francisci Ludovici, Quando Exemplo Salomonis Sententias Nervosas Philosophorum Ac Oratorum Græcorum Et Latinorum ... Hebraico, Chaldaico Et Syriaco Ore Exprimebat. Quod Sapientiae Studium In Acad. Iulia A. 1733. Mense Aprili Comiti Est Gratulatus Hermannus von der Hardt, Acad. Iul. Sen. Et Præpos. Mariæb.. Helmstadii  Berlin 1733	Helmstadii	Historische Drucke	[...] gnōmē Sapientia. In Dulcem Memoriam Reverendissimi Ac Illustrissimi S. R. I. Comitis Oettingensis Francisci Ludovici, Quando Exemplo Salomonis Sententias Nervosas Philosophorum Ac Oratorum Græcorum Et Latinorum ... Hebraico, Chaldaico Et Syriaco Ore Exprimebat. Quod Sapientiae Studium In Acad. Iulia A. 1733. Mense Aprili Comiti Est Gratulatus Hermannus von der Hardt, Acad. Iul. Sen. Et Præpos. Mariæb.	Monograph
PPN825726328	Hardt, Hermannus  Öttingen, Franciscus Ludovicus	Staatsbibliothek zu Berlin - Preußischer Kulturbesitz	1733	image/jpeg	http://resolver.staatsbibliothek-berlin.de/SBB00019CE600000000	http://resolver.staatsbibliothek-berlin.de/SBB00019CE600000000	1733	http://digital.staatsbibliothek-berlin.de/europeana/PPN825726328/00000001.tif	Staatsbibliothek zu Berlin - Preußischer Kulturbesitz	Schnorrius	Open Access	Hardt, Hermannus  Öttingen, Franciscus Ludovicus: Reverendissimus Ac Illustrissimus S. R. I. Comes De Öttingen Franciscus Ludovicus Flagrantissimo Orientis Cognoscendi Studio Nostri Ævi Phoenix, Hebraicorum Et Chaldaicorum Codicum Scrutator ... Fortunata Anni MDCCXXXIII Auspicia In Acad. Iulia D. 2. Ianuar. Ore Manuque Hebræorum Nunciavit Hermanno von der Hardt Acad. Iul. Sen. Et Præpos. Mariæb.. Helmstadii  Berlin 1733	Helmstadii	Historische Drucke	Reverendissimus Ac Illustrissimus S. R. I. Comes De Öttingen Franciscus Ludovicus Flagrantissimo Orientis Cognoscendi Studio Nostri Ævi Phoenix, Hebraicorum Et Chaldaicorum Codicum Scrutator ... Fortunata Anni MDCCXXXIII Auspicia In Acad. Iulia D. 2. Ianuar. Ore Manuque Hebræorum Nunciavit Hermanno von der Hardt Acad. Iul. Sen. Et Præpos. Mariæb.	Monograph
PPN828674337	Mezler, Johann Benedict	Staatsbibliothek zu Berlin - Preußischer Kulturbesitz	1769	image/jpeg	http://resolver.staatsbibliothek-berlin.de/SBB0001A4A400010000	http://resolver.staatsbibliothek-berlin.de/SBB0001A4A400010000	1769	http://digital.staatsbibliothek-berlin.de/europeana/PPN828674337/00000001.tif	Staatsbibliothek zu Berlin - Preußischer Kulturbesitz	Mezler	Open Access	Mezler, Johann Benedict: A - M. Stuttgart 1769	Stuttgart	Historische Drucke	A - M	Volume
