PPN	dataProvider	format	identifier	isShownAt	object	provider	publisher	relation	rights	source	subject	title	type
PPN723927081	Staatsbibliothek zu Berlin - Preußischer Kulturbesitz	image/jpeg	http://resolver.staatsbibliothek-berlin.de/SBB00009F1800000000	http://resolver.staatsbibliothek-berlin.de/SBB00009F1800000000	http://digital.staatsbibliothek-berlin.de/europeana/PPN723927081/00000005.tif	Staatsbibliothek zu Berlin - Preußischer Kulturbesitz	Steinacker	None	Open Access	Steinen, Hans von: Von Lebenslust und Todesgrauen  Kriegserzählungen. Leipzig  Berlin	Krieg 1914 1918	Von Lebenslust und Todesgrauen	Monograph
PPN716120925	Staatsbibliothek zu Berlin - Preußischer Kulturbesitz	image/jpeg	http://resolver.staatsbibliothek-berlin.de/SBB000088F100000000	http://resolver.staatsbibliothek-berlin.de/SBB000088F100000000	http://digital.staatsbibliothek-berlin.de/europeana/PPN716120925/00000003.tif	Staatsbibliothek zu Berlin - Preußischer Kulturbesitz	Schuchardt	None	Open Access	Feldhoff, F.: Geistliche Lieder zur Ermunterung und zum Trost ; den Brüdern und Freunden, die im Kriege sind, dargereicht. Hemer i. Westf.  Berlin	Krieg 1914 1918	Geistliche Lieder zur Ermunterung und zum Trost ; den Brüdern und Freunden, die im Kriege sind, dargereicht	Monograph
PPN738378607	Staatsbibliothek zu Berlin - Preußischer Kulturbesitz	image/jpeg	http://resolver.staatsbibliothek-berlin.de/SBB0000C1BB00000000	http://resolver.staatsbibliothek-berlin.de/SBB0000C1BB00000000	http://digital.staatsbibliothek-berlin.de/europeana/PPN738378607/00000001.tif	Staatsbibliothek zu Berlin - Preußischer Kulturbesitz	Deiters	None	Open Access	Drügpott, Johannes  Bewer, Max: Deutschland und Oestreich Hand in Hand  Zwei Kriegslieder fürs Volk. Düsseldorf  Berlin	Krieg 1914 1918	Deutschland und Oestreich Hand in Hand	Monograph
PPN766428176	Staatsbibliothek zu Berlin - Preußischer Kulturbesitz	image/jpeg	http://resolver.staatsbibliothek-berlin.de/SBB0000EF3600000000	http://resolver.staatsbibliothek-berlin.de/SBB0000EF3600000000	http://digital.staatsbibliothek-berlin.de/europeana/PPN766428176/00000001.tif	Staatsbibliothek zu Berlin - Preußischer Kulturbesitz	None	None	Open Access	Wilhelm <II.> < Deutsches Reich, Kaiser>,: Kaiser Wilhelm II.. [Berlin]  Berlin	Krieg 1914 1918	Kaiser Wilhelm II.	Monograph
PPN715896512	Staatsbibliothek zu Berlin - Preußischer Kulturbesitz	image/jpeg	http://resolver.staatsbibliothek-berlin.de/SBB000087CC00000000	http://resolver.staatsbibliothek-berlin.de/SBB000087CC00000000	http://digital.staatsbibliothek-berlin.de/europeana/PPN715896512/00000001.tif	Staatsbibliothek zu Berlin - Preußischer Kulturbesitz	Martini & Grüttefien	None	Open Access	Idel, Wilhelm: Schwert und Kelle  Kriegsgedichte 1914 - 1916 ; neue Folge Kriegsgedichte. Elberfeld  Berlin	Krieg 1914 1918	Schwert und Kelle	Monograph
PPN72124212X	Staatsbibliothek zu Berlin - Preußischer Kulturbesitz	image/jpeg	http://resolver.staatsbibliothek-berlin.de/SBB00009A9C00000000	http://resolver.staatsbibliothek-berlin.de/SBB00009A9C00000000	http://digital.staatsbibliothek-berlin.de/europeana/PPN72124212X/00000003.tif	Staatsbibliothek zu Berlin - Preußischer Kulturbesitz	Steinkopf	None	Open Access	Besch, Johannes: Für große Zeit ein großer Glaube  ein Katechismus für religiös Suchende ; zur Zeit des großen Krieges herausgegeben. Stuttgart  Berlin	Krieg 1914 1918	Für große Zeit ein großer Glaube	Monograph
PPN721225470	Staatsbibliothek zu Berlin - Preußischer Kulturbesitz	image/jpeg	http://resolver.staatsbibliothek-berlin.de/SBB00009A7700000000	http://resolver.staatsbibliothek-berlin.de/SBB00009A7700000000	http://digital.staatsbibliothek-berlin.de/europeana/PPN721225470/00000003.tif	Staatsbibliothek zu Berlin - Preußischer Kulturbesitz	Dietrich	None	Open Access	Fachkurse für Kriegsinvalide. Selb  Berlin	Krieg 1914 1918	Fachkurse für Kriegsinvalide	Monograph
PPN768685362	Staatsbibliothek zu Berlin - Preußischer Kulturbesitz	image/jpeg	http://resolver.staatsbibliothek-berlin.de/SBB0000F78D00000000	http://resolver.staatsbibliothek-berlin.de/SBB0000F78D00000000	http://digital.staatsbibliothek-berlin.de/europeana/PPN768685362/00000001.tif	Staatsbibliothek zu Berlin - Preußischer Kulturbesitz	None	None	Open Access	Wie werden wir nach dem Kriege bestehen können, wenn wir nicht bald Schluss machen?. [London]  Berlin	Krieg 1914 1918	Wie werden wir nach dem Kriege bestehen können, wenn wir nicht bald Schluss machen?	Monograph
PPN734382464	Staatsbibliothek zu Berlin - Preußischer Kulturbesitz	image/jpeg	http://resolver.staatsbibliothek-berlin.de/SBB0000B61900000000	http://resolver.staatsbibliothek-berlin.de/SBB0000B61900000000	http://digital.staatsbibliothek-berlin.de/europeana/PPN734382464/00000003.tif	Staatsbibliothek zu Berlin - Preußischer Kulturbesitz	Mohr	None	Open Access	Mehlis, Georg: Gestalten des Krieges. Tübingen  Berlin	Krieg 1914 1918	Gestalten des Krieges	Monograph
PPN715512595	Staatsbibliothek zu Berlin - Preußischer Kulturbesitz	image/jpeg	http://resolver.staatsbibliothek-berlin.de/SBB0000860C00000000	http://resolver.staatsbibliothek-berlin.de/SBB0000860C00000000	http://digital.staatsbibliothek-berlin.de/europeana/PPN715512595/00000001.tif	Staatsbibliothek zu Berlin - Preußischer Kulturbesitz	Mariannhiller Mission	None	Open Access	Wie wir in dieser schweren Zeit den Kreuzweg beten können. Cöln  Berlin	Krieg 1914 1918	Wie wir in dieser schweren Zeit den Kreuzweg beten können	Monograph
PPN719721148	Staatsbibliothek zu Berlin - Preußischer Kulturbesitz	image/jpeg	http://resolver.staatsbibliothek-berlin.de/SBB0000961B00000000	http://resolver.staatsbibliothek-berlin.de/SBB0000961B00000000	http://digital.staatsbibliothek-berlin.de/europeana/PPN719721148/00000007.tif	Staatsbibliothek zu Berlin - Preußischer Kulturbesitz	Ernte-Verlag	None	Open Access	Hinz, Heinrich  Studt, Gustav Friedrich: Unter Graf Luckner als Obermatrose. Hamburg  Berlin	Krieg 1914 1918	Unter Graf Luckner als Obermatrose	Monograph
PPN749737247	Staatsbibliothek zu Berlin - Preußischer Kulturbesitz	image/jpeg	http://resolver.staatsbibliothek-berlin.de/SBB0000D1D2000C0000	http://resolver.staatsbibliothek-berlin.de/SBB0000D1D2000C0000	http://digital.staatsbibliothek-berlin.de/europeana/PPN749737247/00000001.tif	Staatsbibliothek zu Berlin - Preußischer Kulturbesitz	Staatsbibliothek zu Berlin – Preußischer Kulturbesitz, Germany	"Nachrichtenblatt vom  für die Kameraden im Kampf zwischen Somme u. Oise aus der ""Stafette in Champagne und Argonnen"". [s. l.] @]  Berlin ; 13.1918"	Open Access	Nachrichtenblatt vom. Berlin	Krieg 1914 1918	Nachrichtenblatt vom	Volume
PPN768152496	Staatsbibliothek zu Berlin - Preußischer Kulturbesitz	image/jpeg	http://resolver.staatsbibliothek-berlin.de/SBB0000F56800000000	http://resolver.staatsbibliothek-berlin.de/SBB0000F56800000000	http://digital.staatsbibliothek-berlin.de/europeana/PPN768152496/00000001.tif	Staatsbibliothek zu Berlin - Preußischer Kulturbesitz	None	None	Open Access	Volk, nimm dir selbst den Frieden!  Das Maß der Leiden, der Opfer und der Entbehrungen ist übervoll .... Paris  Berlin	Krieg 1914 1918	Volk, nimm dir selbst den Frieden!	Monograph
PPN723762864	Staatsbibliothek zu Berlin - Preußischer Kulturbesitz	image/jpeg	http://resolver.staatsbibliothek-berlin.de/SBB00009EA100000000	http://resolver.staatsbibliothek-berlin.de/SBB00009EA100000000	http://digital.staatsbibliothek-berlin.de/europeana/PPN723762864/00000003.tif	Staatsbibliothek zu Berlin - Preußischer Kulturbesitz	Evangelischer Verlag	None	Open Access	Lamb, Carl: Aus eiserner Zeit  Gedichte. Heidelberg  Berlin	Krieg 1914 1918	Aus eiserner Zeit	Monograph
PPN730526933	Staatsbibliothek zu Berlin - Preußischer Kulturbesitz	image/jpeg	http://resolver.staatsbibliothek-berlin.de/SBB0000AE0100000000	http://resolver.staatsbibliothek-berlin.de/SBB0000AE0100000000	http://digital.staatsbibliothek-berlin.de/europeana/PPN730526933/00000003.tif	Staatsbibliothek zu Berlin - Preußischer Kulturbesitz	Danner	None	Open Access	Lehnhard, Paul Roderich: Der falsche Hundertmarkschein  Schwank in 1 Akt. Mühlhausen i. Th.  Berlin	Krieg 1914 1918	Der falsche Hundertmarkschein	Monograph
PPN722374690	Staatsbibliothek zu Berlin - Preußischer Kulturbesitz	image/jpeg	http://resolver.staatsbibliothek-berlin.de/SBB00009D4B00000000	http://resolver.staatsbibliothek-berlin.de/SBB00009D4B00000000	http://digital.staatsbibliothek-berlin.de/europeana/PPN722374690/00000003.tif	Staatsbibliothek zu Berlin - Preußischer Kulturbesitz	Koch	None	Open Access	Müller, Hermann: Der Weltstaat als Staatsbund des Erdkreises  rettender Gedanke zum Kriege des Jahres 1914/15 ; sicherster Weg einen dauernden Frieden durch Übereinkunft vorzubereiten. Nürnberg  Berlin	Krieg 1914 1918	Der Weltstaat als Staatsbund des Erdkreises	Monograph
PPN715677748	Staatsbibliothek zu Berlin - Preußischer Kulturbesitz	image/jpeg	http://resolver.staatsbibliothek-berlin.de/SBB000086D200000000	http://resolver.staatsbibliothek-berlin.de/SBB000086D200000000	http://digital.staatsbibliothek-berlin.de/europeana/PPN715677748/00000003.tif	Staatsbibliothek zu Berlin - Preußischer Kulturbesitz	Habbel	None	Open Access	Beer, Lorenz: Feldgebetbuch  kleine Ausgabe des Soldatengebetbuchs: Zum Gebet!. Regensburg  Berlin	Krieg 1914 1918	Feldgebetbuch	Monograph
PPN75152722X	Staatsbibliothek zu Berlin - Preußischer Kulturbesitz	image/jpeg	http://resolver.staatsbibliothek-berlin.de/SBB0000DF1300040000	http://resolver.staatsbibliothek-berlin.de/SBB0000DF1300040000	http://digital.staatsbibliothek-berlin.de/europeana/PPN75152722X/00000001.tif	Staatsbibliothek zu Berlin - Preußischer Kulturbesitz	Staatsbibliothek zu Berlin – Preußischer Kulturbesitz, Germany	Kriegs-Mitteilungen des Vereins Hilfe in Not (L. W. z. a. S.). Stuttgart  Berlin ; 3.1915	Open Access	Kriegs-Mitteilungen des Vereins Hilfe in Not (L. W. z. a. S.). Berlin	Krieg 1914 1918	Kriegs-Mitteilungen des Vereins Hilfe in Not (L. W. z. a. S.)	Volume
PPN725917075	Staatsbibliothek zu Berlin - Preußischer Kulturbesitz	image/jpeg	http://resolver.staatsbibliothek-berlin.de/SBB0000A10D00000000	http://resolver.staatsbibliothek-berlin.de/SBB0000A10D00000000	http://digital.staatsbibliothek-berlin.de/europeana/PPN725917075/00000003.tif	Staatsbibliothek zu Berlin - Preußischer Kulturbesitz	Englert & Schlosser	None	Open Access	Engelhard, Friederike: Der Kriegsschuh  Anleitung zur Anfertigen und Ausbessern von Stiefeln und Hausschuhen nach dem Kursus 'Kriegs-Schuhfürsorge' des Nationalen Frauendienstes zu Frankfurt am Main ; für Lehrkurse, Schulen und zum Selbstunterricht zusammengestellt und bearbeitet ; mit Schuhschnittmustern nach Entwürfen einer technischen Lehrerin. Frankfurt am Main  Berlin	Krieg 1914 1918	Der Kriegsschuh	Monograph
PPN726481165	Staatsbibliothek zu Berlin - Preußischer Kulturbesitz	image/jpeg	http://resolver.staatsbibliothek-berlin.de/SBB0000A2DA00000000	http://resolver.staatsbibliothek-berlin.de/SBB0000A2DA00000000	None	Staatsbibliothek zu Berlin - Preußischer Kulturbesitz	Attinger	None	Open Access	Marval, Carle: Die Kriegsgefangenenlager in Frankreich, Corsica, Algerien und Tunesien  Mitteilungen und Berichte über die offiziellen Besuche des Delegierten in den Monaten Januar bis April 1915. Neuchâtel  Berlin	Krieg 1914 1918	Die Kriegsgefangenenlager in Frankreich, Corsica, Algerien und Tunesien	Multivolume work
PPN733861954	Staatsbibliothek zu Berlin - Preußischer Kulturbesitz	image/jpeg	http://resolver.staatsbibliothek-berlin.de/SBB0000B4F000000000	http://resolver.staatsbibliothek-berlin.de/SBB0000B4F000000000	http://digital.staatsbibliothek-berlin.de/europeana/PPN733861954/00000005.tif	Staatsbibliothek zu Berlin - Preußischer Kulturbesitz	Bonz	None	Open Access	Lindenberg, Paul: Vorwärts mit Hindenburg!  Kriegserzählungen. Stuttgart  Berlin	Krieg 1914 1918	Vorwärts mit Hindenburg!	Monograph
PPN749776528	Staatsbibliothek zu Berlin - Preußischer Kulturbesitz	image/jpeg	http://resolver.staatsbibliothek-berlin.de/SBB0000E0B500000000	http://resolver.staatsbibliothek-berlin.de/SBB0000E0B500000000	http://digital.staatsbibliothek-berlin.de/europeana/PPN749776528/00000001.tif	Staatsbibliothek zu Berlin - Preußischer Kulturbesitz	None	None	Open Access	Die gelbe Nachtigall  Komoedie in 3 Akten von Hermann Bahr ... ; 65. Vorstellung: Sonnabend, den 25. November 1916, fuer Nord- und Westlager,  66. Vorstellung: Sonntag, den 26. November 1916 fuer Suedlager, 67. Vorstellung: Montag, den 27. November 1916 fuer Nord- und Westlager .... [S.l.]  Berlin	Krieg 1914 1918	Die gelbe Nachtigall  Komoedie in 3 Akten von Hermann Bahr ... ; 65. Vorstellung: Sonnabend, den 25. November 1916, fuer Nord- und Westlager,  66. Vorstellung: Sonntag, den 26. November 1916 fuer Suedlager, 67. Vorstellung: Montag, den 27. November 1916 fuer Nord- und Westlager ...	Monograph
PPN719818788	Staatsbibliothek zu Berlin - Preußischer Kulturbesitz	image/jpeg	http://resolver.staatsbibliothek-berlin.de/SBB0000966300000000	http://resolver.staatsbibliothek-berlin.de/SBB0000966300000000	http://digital.staatsbibliothek-berlin.de/europeana/PPN719818788/00000001.tif	Staatsbibliothek zu Berlin - Preußischer Kulturbesitz	[Sittenfeld]	None	Open Access	Richtlinien für den Aufklärungsdienst in der Heimat  Berlin, den 10. März 1918. [Berlin]  Berlin	Krieg 1914 1918	Richtlinien für den Aufklärungsdienst in der Heimat	Monograph
PPN740056883	Staatsbibliothek zu Berlin - Preußischer Kulturbesitz	image/jpeg	http://resolver.staatsbibliothek-berlin.de/SBB0000CE2600000000	http://resolver.staatsbibliothek-berlin.de/SBB0000CE2600000000	None	Staatsbibliothek zu Berlin - Preußischer Kulturbesitz	Bär & Hermann	None	Open Access	Bericht über die soziale Fürsorge der Stadt Leipzig  in der Kriegszeit 1914/18. Leipzig  Berlin	Krieg 1914 1918	Bericht über die soziale Fürsorge der Stadt Leipzig	Periodical
PPN715814702	Staatsbibliothek zu Berlin - Preußischer Kulturbesitz	image/jpeg	http://resolver.staatsbibliothek-berlin.de/SBB000087BE00000000	http://resolver.staatsbibliothek-berlin.de/SBB000087BE00000000	http://digital.staatsbibliothek-berlin.de/europeana/PPN715814702/00000001.tif	Staatsbibliothek zu Berlin - Preußischer Kulturbesitz	Rauhes Haus	None	Open Access	Lehfeldt, Johannes: Kraft und Trost für Verwundete  unseren deutschen Brüdern in den Lazaretten zur Stärkung ihres Glaubens in Stunden der Anfechtung dargereicht ; im Auftrage der Wichern-Vereinigung zur Förderung christlichen Volkslebens, Hamburg. Hamburg  Berlin	Krieg 1914 1918	Kraft und Trost für Verwundete	Monograph
PPN746695012	Staatsbibliothek zu Berlin - Preußischer Kulturbesitz	image/jpeg	http://resolver.staatsbibliothek-berlin.de/SBB0000BFD600020000	http://resolver.staatsbibliothek-berlin.de/SBB0000BFD600020000	http://digital.staatsbibliothek-berlin.de/europeana/PPN746695012/00000001.tif	Staatsbibliothek zu Berlin - Preußischer Kulturbesitz	Staatsbibliothek zu Berlin – Preußischer Kulturbesitz, Germany	Krieger-Heimstätten  Mitteilungen d. Württembergischen Landesvereins für Kriegerheimstätten. Stuttgart  Berlin ; 2.1917	Open Access	Krieger-Heimstätten. Berlin	Krieg 1914 1918	Krieger-Heimstätten	Volume
PPN770297870	Staatsbibliothek zu Berlin - Preußischer Kulturbesitz	image/jpeg	http://resolver.staatsbibliothek-berlin.de/SBB0001040700000000	http://resolver.staatsbibliothek-berlin.de/SBB0001040700000000	http://digital.staatsbibliothek-berlin.de/europeana/PPN770297870/00000001.tif	Staatsbibliothek zu Berlin - Preußischer Kulturbesitz	None	None	Open Access	Hablandt, Fritz  Hindenburg, Paul: [Bildnis Paul] von Hindenburg. Berlin  Berlin	Krieg 1914 1918	[Bildnis Paul] von Hindenburg	Monograph
PPN746996322	Staatsbibliothek zu Berlin - Preußischer Kulturbesitz	image/jpeg	http://resolver.staatsbibliothek-berlin.de/SBB0000C29A00010000	http://resolver.staatsbibliothek-berlin.de/SBB0000C29A00010000	http://digital.staatsbibliothek-berlin.de/europeana/PPN746996322/00000001.tif	Staatsbibliothek zu Berlin - Preußischer Kulturbesitz	Staatsbibliothek zu Berlin – Preußischer Kulturbesitz, Germany	Geschäftsbericht des Roten Kreuzes. Tübingen  Berlin ; 1.1916	Open Access	Geschäftsbericht des Roten Kreuzes. Berlin	Krieg 1914 1918	Geschäftsbericht des Roten Kreuzes	Volume
PPN729165744	Staatsbibliothek zu Berlin - Preußischer Kulturbesitz	image/jpeg	http://resolver.staatsbibliothek-berlin.de/SBB0000A96A00000000	http://resolver.staatsbibliothek-berlin.de/SBB0000A96A00000000	http://digital.staatsbibliothek-berlin.de/europeana/PPN729165744/00000001.tif	Staatsbibliothek zu Berlin - Preußischer Kulturbesitz	Furche-Verlag	None	Open Access	Richter, Ludwig: Teure Heimat in der Ferne, sei gegrüßt!  24 [25] teils unbekannte Handzeichnungen Ludwig Richters. [Berlin]  Berlin	Krieg 1914 1918	Teure Heimat in der Ferne, sei gegrüßt!	Monograph
PPN717279618	Staatsbibliothek zu Berlin - Preußischer Kulturbesitz	image/jpeg	http://resolver.staatsbibliothek-berlin.de/SBB00008B3F00000000	http://resolver.staatsbibliothek-berlin.de/SBB00008B3F00000000	http://digital.staatsbibliothek-berlin.de/europeana/PPN717279618/00000003.tif	Staatsbibliothek zu Berlin - Preußischer Kulturbesitz	Schriftenverein	None	Open Access	"Willkomm, Martin: ""Seid stille und erkennet, daß ich Gott bin!""  dreißig Andachten für die Kriegszeit. Zwickau  Berlin"	Krieg 1914 1918	"""Seid stille und erkennet, daß ich Gott bin!"""	Monograph
PPN75061174X	Staatsbibliothek zu Berlin - Preußischer Kulturbesitz	image/jpeg	http://resolver.staatsbibliothek-berlin.de/SBB0000E33700000000	http://resolver.staatsbibliothek-berlin.de/SBB0000E33700000000	http://digital.staatsbibliothek-berlin.de/europeana/PPN75061174X/00000001.tif	Staatsbibliothek zu Berlin - Preußischer Kulturbesitz	None	None	Open Access	Die fuenf Frankfurter  Lustspiel in drei Akten von Carl Roessler ...  ; 76. Vorstellung: Sonnabend, den 10. Februar 1917, fuer West- und Suedlager, 77. Vorstellung: Sonntag, den 11. Februar 1917, fuer Nordlager, 78. Vorstellung: Montag, den 12. Februar 1917, fuer West- und Suedlager. [S.l.]  Berlin	Krieg 1914 1918	Die fuenf Frankfurter  Lustspiel in drei Akten von Carl Roessler ...  ; 76. Vorstellung: Sonnabend, den 10. Februar 1917, fuer West- und Suedlager, 77. Vorstellung: Sonntag, den 11. Februar 1917, fuer Nordlager, 78. Vorstellung: Montag, den 12. Februar 1917, fuer West- und Suedlager	Monograph
PPN669377074	Staatsbibliothek zu Berlin - Preußischer Kulturbesitz	image/jpeg	http://resolver.staatsbibliothek-berlin.de/SBB0000644B00000000	http://resolver.staatsbibliothek-berlin.de/SBB0000644B00000000	http://digital.staatsbibliothek-berlin.de/europeana/PPN669377074/00000001.tif	Staatsbibliothek zu Berlin - Preußischer Kulturbesitz	Im Selbstverlag des Herausgebers	None	Open Access	Franke, P.: Auskunftsbuch über die amtlichen Feldpostbestimmungen und die gesetzlichen Bestimmungen über die Versorgung der Hinterbliebenen der gefallenen oder an Wunden und sonstigen Kriegsdienstbeschädigungen gestorbenen Teilnehmer am Kriege 1914. Düsseldorf  Berlin	Historische Drucke	Auskunftsbuch über die amtlichen Feldpostbestimmungen und die gesetzlichen Bestimmungen über die Versorgung der Hinterbliebenen der gefallenen oder an Wunden und sonstigen Kriegsdienstbeschädigungen gestorbenen Teilnehmer am Kriege 1914	Monograph
