PPN	dataProvider	format	identifier	isShownAt	object	provider	publisher	relation	rights	source	subject	title	type
PPN769919391	Staatsbibliothek zu Berlin - Preußischer Kulturbesitz	image/jpeg	http://resolver.staatsbibliothek-berlin.de/SBB0000F7FF00150000	http://resolver.staatsbibliothek-berlin.de/SBB0000F7FF00150000	http://digital.staatsbibliothek-berlin.de/europeana/PPN769919391/00000001.tif	Staatsbibliothek zu Berlin - Preußischer Kulturbesitz	Staatsbibliothek zu Berlin – Preußischer Kulturbesitz, Germany	Heimatgrüße an die im Felde stehenden Krieger aus dem Bezirk Themar. Hildburghausen  Berlin ; 21.1918	Open Access	Heimatgrüße an die im Felde stehenden Krieger aus dem Bezirk Themar. Berlin	Krieg 1914 1918	Heimatgrüße an die im Felde stehenden Krieger aus dem Bezirk Themar	Volume
PPN749766492	Staatsbibliothek zu Berlin - Preußischer Kulturbesitz	image/jpeg	http://resolver.staatsbibliothek-berlin.de/SBB0000E09C00000000	http://resolver.staatsbibliothek-berlin.de/SBB0000E09C00000000	None	Staatsbibliothek zu Berlin - Preußischer Kulturbesitz	Heimatglocken-Verl	None	Open Access	Heimatglocken  evangelisches Gemeindeblatt für Taupadel, Jenalöbnitz, Rodigast sowie Graitschen und Poxdorf. Apolda  Berlin	Krieg 1914 1918	Heimatglocken	Periodical
PPN767442423	Staatsbibliothek zu Berlin - Preußischer Kulturbesitz	image/jpeg	http://resolver.staatsbibliothek-berlin.de/SBB0000F39900000000	http://resolver.staatsbibliothek-berlin.de/SBB0000F39900000000	http://digital.staatsbibliothek-berlin.de/europeana/PPN767442423/00000001.tif	Staatsbibliothek zu Berlin - Preußischer Kulturbesitz	None	None	Open Access	Horte, Max  Hindenburg, Paul: [Bildnis Paul von Hindenburg]. [S.l.]  Berlin	Krieg 1914 1918	[Bildnis Paul von Hindenburg]	Monograph
PPN722035136	Staatsbibliothek zu Berlin - Preußischer Kulturbesitz	image/jpeg	http://resolver.staatsbibliothek-berlin.de/SBB00009C1800000000	http://resolver.staatsbibliothek-berlin.de/SBB00009C1800000000	http://digital.staatsbibliothek-berlin.de/europeana/PPN722035136/00000005.tif	Staatsbibliothek zu Berlin - Preußischer Kulturbesitz	Xenien-Verlag	None	Open Access	Jüchen, Aurel: Frauenleben im Weltkriege. Leipzig  Berlin	Krieg 1914 1918	Frauenleben im Weltkriege	Monograph
PPN749786477	Staatsbibliothek zu Berlin - Preußischer Kulturbesitz	image/jpeg	http://resolver.staatsbibliothek-berlin.de/SBB0000E0BD00000000	http://resolver.staatsbibliothek-berlin.de/SBB0000E0BD00000000	http://digital.staatsbibliothek-berlin.de/europeana/PPN749786477/00000001.tif	Staatsbibliothek zu Berlin - Preußischer Kulturbesitz	None	None	Open Access	Die Journalisten  Lustspiel in vier Akten von Gustav Freytag ... ; 77. Vorstellung: Sonnabend, den 24. Maerz 1917, fuer Nord- und Westlager,  78. Vorstellung: Sonntag, den 25. Maerz 1917 fuer Suedlager, 79. Vorstellung: Montag, den 26. Maerz 1917 fuer Nord- und Westlager .... [S.l.]  Berlin	Krieg 1914 1918	Die Journalisten  Lustspiel in vier Akten von Gustav Freytag ... ; 77. Vorstellung: Sonnabend, den 24. Maerz 1917, fuer Nord- und Westlager,  78. Vorstellung: Sonntag, den 25. Maerz 1917 fuer Suedlager, 79. Vorstellung: Montag, den 26. Maerz 1917 fuer Nord- und Westlager ...	Monograph
PPN728910446	Staatsbibliothek zu Berlin - Preußischer Kulturbesitz	image/jpeg	http://resolver.staatsbibliothek-berlin.de/SBB0000A82400000000	http://resolver.staatsbibliothek-berlin.de/SBB0000A82400000000	http://digital.staatsbibliothek-berlin.de/europeana/PPN728910446/00000003.tif	Staatsbibliothek zu Berlin - Preußischer Kulturbesitz	Enßlin & Laiblin	None	Open Access	Welten, Heinz: Die Brüder  Kriegserzählungen. Reutlingen  Berlin	Krieg 1914 1918	Die Brüder	Monograph
PPN750569115	Staatsbibliothek zu Berlin - Preußischer Kulturbesitz	image/jpeg	http://resolver.staatsbibliothek-berlin.de/SBB0000E0FB00010000	http://resolver.staatsbibliothek-berlin.de/SBB0000E0FB00010000	http://digital.staatsbibliothek-berlin.de/europeana/PPN750569115/00000001.tif	Staatsbibliothek zu Berlin - Preußischer Kulturbesitz	Staatsbibliothek zu Berlin – Preußischer Kulturbesitz, Germany	L' écho de Dyrotz  journal des prisonniers français du camp de Dyrotz. Dyrotz  Berlin ; 1916/17	Open Access	écho de Dyrotz. Berlin	Krieg 1914 1918	écho de Dyrotz	Volume
PPN723989389	Staatsbibliothek zu Berlin - Preußischer Kulturbesitz	image/jpeg	http://resolver.staatsbibliothek-berlin.de/SBB00009F3E00000000	http://resolver.staatsbibliothek-berlin.de/SBB00009F3E00000000	http://digital.staatsbibliothek-berlin.de/europeana/PPN723989389/00000003.tif	Staatsbibliothek zu Berlin - Preußischer Kulturbesitz	Becker	None	Open Access	Müller, Otto Ernst: Der Krieg und das Herz  Skizzen. Dresden  Berlin	Krieg 1914 1918	Der Krieg und das Herz	Monograph
PPN729627632	Staatsbibliothek zu Berlin - Preußischer Kulturbesitz	image/jpeg	http://resolver.staatsbibliothek-berlin.de/SBB0000AB3700000000	http://resolver.staatsbibliothek-berlin.de/SBB0000AB3700000000	http://digital.staatsbibliothek-berlin.de/europeana/PPN729627632/00000003.tif	Staatsbibliothek zu Berlin - Preußischer Kulturbesitz	Englert & Schlosser	None	Open Access	Kriegs-Geschäfts-Bericht des Handwerksamts Frankfurt am Main  Nebenstelle der Handwerkskammer Wiesbaden. Frankfurt a. M.  Berlin	Krieg 1914 1918	Kriegs-Geschäfts-Bericht des Handwerksamts Frankfurt am Main	Monograph
PPN77037154X	Staatsbibliothek zu Berlin - Preußischer Kulturbesitz	image/jpeg	http://resolver.staatsbibliothek-berlin.de/SBB0001045A00000000	http://resolver.staatsbibliothek-berlin.de/SBB0001045A00000000	http://digital.staatsbibliothek-berlin.de/europeana/PPN77037154X/00000001.tif	Staatsbibliothek zu Berlin - Preußischer Kulturbesitz	Schiemann	None	Open Access	Schiemann, Max  Hindenburg, Paul: [Bildnis Paul von] Hindenburg  große Männer i. großer Zeit. Berlin  Berlin	Krieg 1914 1918	[Bildnis Paul von] Hindenburg	Monograph
PPN730507017	Staatsbibliothek zu Berlin - Preußischer Kulturbesitz	image/jpeg	http://resolver.staatsbibliothek-berlin.de/SBB0000ADD700000000	http://resolver.staatsbibliothek-berlin.de/SBB0000ADD700000000	http://digital.staatsbibliothek-berlin.de/europeana/PPN730507017/00000001.tif	Staatsbibliothek zu Berlin - Preußischer Kulturbesitz	Danner	None	Open Access	Renker, Felix: Der Fremdenlegionär  Schauspiel in 3 Akten. Mühlhausen i. Thür.  Berlin	Krieg 1914 1918	Der Fremdenlegionär	Monograph
PPN770377297	Staatsbibliothek zu Berlin - Preußischer Kulturbesitz	image/jpeg	http://resolver.staatsbibliothek-berlin.de/SBB0000F7FA001C0000	http://resolver.staatsbibliothek-berlin.de/SBB0000F7FA001C0000	http://digital.staatsbibliothek-berlin.de/europeana/PPN770377297/00000001.tif	Staatsbibliothek zu Berlin - Preußischer Kulturbesitz	Staatsbibliothek zu Berlin – Preußischer Kulturbesitz, Germany	Heimatgrüße aus der Grafschaft Schaumburg. Rinteln  Berlin ; 28.1917	Open Access	Heimatgrüße aus der Grafschaft Schaumburg. Berlin	Krieg 1914 1918	Heimatgrüße aus der Grafschaft Schaumburg	Volume
PPN770385737	Staatsbibliothek zu Berlin - Preußischer Kulturbesitz	image/jpeg	http://resolver.staatsbibliothek-berlin.de/SBB0000F7FA00280000	http://resolver.staatsbibliothek-berlin.de/SBB0000F7FA00280000	http://digital.staatsbibliothek-berlin.de/europeana/PPN770385737/00000001.tif	Staatsbibliothek zu Berlin - Preußischer Kulturbesitz	Staatsbibliothek zu Berlin – Preußischer Kulturbesitz, Germany	Heimatgrüße aus der Grafschaft Schaumburg. Rinteln  Berlin ; 40.1918	Open Access	Heimatgrüße aus der Grafschaft Schaumburg. Berlin	Krieg 1914 1918	Heimatgrüße aus der Grafschaft Schaumburg	Volume
PPN769642225	Staatsbibliothek zu Berlin - Preußischer Kulturbesitz	image/jpeg	http://resolver.staatsbibliothek-berlin.de/SBB0000F83F00080000	http://resolver.staatsbibliothek-berlin.de/SBB0000F83F00080000	http://digital.staatsbibliothek-berlin.de/europeana/PPN769642225/00000001.tif	Staatsbibliothek zu Berlin - Preußischer Kulturbesitz	Staatsbibliothek zu Berlin – Preußischer Kulturbesitz, Germany	Heimatgrüße  unsern lieben Feldgrauen und Meerblauen gewidmet von ihren Heimatgemeinden Schönheide, Schönheiderhammer und Neuheide ; monatliche Nachrichten aus der Heimat. Schönheide  Berlin ; 8.1916	Open Access	Heimatgrüße. Berlin	Krieg 1914 1918	Heimatgrüße	Volume
PPN718138880	Staatsbibliothek zu Berlin - Preußischer Kulturbesitz	image/jpeg	http://resolver.staatsbibliothek-berlin.de/SBB00008DF0000A0000	http://resolver.staatsbibliothek-berlin.de/SBB00008DF0000A0000	http://digital.staatsbibliothek-berlin.de/europeana/PPN718138880/00000001.tif	Staatsbibliothek zu Berlin - Preußischer Kulturbesitz	Kaufungen-Verlag  Staatsbibliothek zu Berlin – Preußischer Kulturbesitz, Germany	Hilbert, Gerhard: Kriegsandachten. Rostock i. M.  Berlin ; Heft 10	Open Access	Hilbert, Gerhard: Die Seligkeit der Sanftmütigen. Die Seligkeit der Hungernden. Rostock i. M.  Berlin	Krieg 1914 1918	Die Seligkeit der Sanftmütigen. Die Seligkeit der Hungernden	Volume
PPN715358669	Staatsbibliothek zu Berlin - Preußischer Kulturbesitz	image/jpeg	http://resolver.staatsbibliothek-berlin.de/SBB0000856F00000000	http://resolver.staatsbibliothek-berlin.de/SBB0000856F00000000	http://digital.staatsbibliothek-berlin.de/europeana/PPN715358669/00000001.tif	Staatsbibliothek zu Berlin - Preußischer Kulturbesitz	Bredt	None	Open Access	Anleitung zum Gemüseanbau. Münster i. W.  Berlin	Krieg 1914 1918	Anleitung zum Gemüseanbau	Monograph
PPN669039411	Staatsbibliothek zu Berlin - Preußischer Kulturbesitz	image/jpeg	http://resolver.staatsbibliothek-berlin.de/SBB000063BC00000000	http://resolver.staatsbibliothek-berlin.de/SBB000063BC00000000	http://digital.staatsbibliothek-berlin.de/europeana/PPN669039411/00000003.tif	Staatsbibliothek zu Berlin - Preußischer Kulturbesitz	Heymann	None	Open Access	Schaeffer, Franz Benjamin: Aus- und Durchfuhrverbote der wichtigsten kriegführenden und neutralen Staaten während des Krieges 1914/15. Berlin  Berlin	Historische Drucke	Aus- und Durchfuhrverbote der wichtigsten kriegführenden und neutralen Staaten während des Krieges 1914/15	Monograph
PPN767840135	Staatsbibliothek zu Berlin - Preußischer Kulturbesitz	image/jpeg	http://resolver.staatsbibliothek-berlin.de/SBB0000F44500000000	http://resolver.staatsbibliothek-berlin.de/SBB0000F44500000000	http://digital.staatsbibliothek-berlin.de/europeana/PPN767840135/00000001.tif	Staatsbibliothek zu Berlin - Preußischer Kulturbesitz	None	None	Open Access	Beethoven, Ludwig van  Jensen, Adolf  Leoncavallo, Ruggiero: Orchester Konzert am 4. Dez.1918 im Offiziersspeisesaal Abends 7 Uhr. Leitung: Dr. Vogt. Aus Anlaß der III. Kunst und Gewerbe-Ausstellung des Kriegsgefangenenlagers Kurume unter erstmaliger Verwendung von Blechinstrumenten.. [Kurume]  Berlin	Krieg 1914 1918	Orchester Konzert am 4. Dez.1918 im Offiziersspeisesaal Abends 7 Uhr. Leitung: Dr. Vogt. Aus Anlaß der III. Kunst und Gewerbe-Ausstellung des Kriegsgefangenenlagers Kurume unter erstmaliger Verwendung von Blechinstrumenten.	Monograph
PPN664387616	Staatsbibliothek zu Berlin - Preußischer Kulturbesitz	image/jpeg	http://resolver.staatsbibliothek-berlin.de/SBB0000570200000000	http://resolver.staatsbibliothek-berlin.de/SBB0000570200000000	http://digital.staatsbibliothek-berlin.de/europeana/PPN664387616/00000001.tif	Staatsbibliothek zu Berlin - Preußischer Kulturbesitz	Kabitzsch	None	Open Access	Marcus, Otto: Feld-Nothilfs-Merkblatt für Heer und Marine. Würzburg  Berlin	Historische Drucke	Feld-Nothilfs-Merkblatt für Heer und Marine	Monograph
PPN721251153	Staatsbibliothek zu Berlin - Preußischer Kulturbesitz	image/jpeg	http://resolver.staatsbibliothek-berlin.de/SBB00009AA000000000	http://resolver.staatsbibliothek-berlin.de/SBB00009AA000000000	http://digital.staatsbibliothek-berlin.de/europeana/PPN721251153/00000003.tif	Staatsbibliothek zu Berlin - Preußischer Kulturbesitz	Eger	None	Open Access	Müller, Hans: Kurze Predigten und Andachten aus der Gegenwart. Leipzig  Berlin	Krieg 1914 1918	Kurze Predigten und Andachten aus der Gegenwart	Monograph
PPN71579941X	Staatsbibliothek zu Berlin - Preußischer Kulturbesitz	image/jpeg	http://resolver.staatsbibliothek-berlin.de/SBB0000879A00000000	http://resolver.staatsbibliothek-berlin.de/SBB0000879A00000000	http://digital.staatsbibliothek-berlin.de/europeana/PPN71579941X/00000003.tif	Staatsbibliothek zu Berlin - Preußischer Kulturbesitz	Wullstein	None	Open Access	Rabbethge, E.: Sicherstellung der Volksernährung. Schönebeck  Berlin	Krieg 1914 1918	Sicherstellung der Volksernährung	Monograph
PPN767934687	Staatsbibliothek zu Berlin - Preußischer Kulturbesitz	image/jpeg	http://resolver.staatsbibliothek-berlin.de/SBB0000F51600000000	http://resolver.staatsbibliothek-berlin.de/SBB0000F51600000000	http://digital.staatsbibliothek-berlin.de/europeana/PPN767934687/00000001.tif	Staatsbibliothek zu Berlin - Preußischer Kulturbesitz	None	None	Open Access	Radek, Karl  Hertling, Georg: Offizielles Telegramm der russischen Volksregierung  Brest-Litowsk. Das deutsche Volk bleibt stumm .... Paris  Berlin	Krieg 1914 1918	Offizielles Telegramm der russischen Volksregierung	Monograph
PPN72109032X	Staatsbibliothek zu Berlin - Preußischer Kulturbesitz	image/jpeg	http://resolver.staatsbibliothek-berlin.de/SBB00009A2F00000000	http://resolver.staatsbibliothek-berlin.de/SBB00009A2F00000000	http://digital.staatsbibliothek-berlin.de/europeana/PPN72109032X/00000003.tif	Staatsbibliothek zu Berlin - Preußischer Kulturbesitz	Xenien-Verlag	None	Open Access	Rothe, Erwin: 'Und Einkehr täte not'  geharnischte Sonette. Leipzig  Berlin	Krieg 1914 1918	'Und Einkehr täte not'	Monograph
PPN719212626	Staatsbibliothek zu Berlin - Preußischer Kulturbesitz	image/jpeg	http://resolver.staatsbibliothek-berlin.de/SBB0000947000000000	http://resolver.staatsbibliothek-berlin.de/SBB0000947000000000	http://digital.staatsbibliothek-berlin.de/europeana/PPN719212626/00000003.tif	Staatsbibliothek zu Berlin - Preußischer Kulturbesitz	Generalsekretariat der kath. Jünglingsvereinigungen Deutschlands	None	Open Access	Veen, Johannes: Staatsbürgerkunde und Krieg. Düsseldorf  Berlin	Krieg 1914 1918	Staatsbürgerkunde und Krieg	Monograph
PPN751528358	Staatsbibliothek zu Berlin - Preußischer Kulturbesitz	image/jpeg	http://resolver.staatsbibliothek-berlin.de/SBB0000DF1300070000	http://resolver.staatsbibliothek-berlin.de/SBB0000DF1300070000	http://digital.staatsbibliothek-berlin.de/europeana/PPN751528358/00000001.tif	Staatsbibliothek zu Berlin - Preußischer Kulturbesitz	Staatsbibliothek zu Berlin – Preußischer Kulturbesitz, Germany	Kriegs-Mitteilungen des Vereins Hilfe in Not (L. W. z. a. S.). Stuttgart  Berlin ; 6.1915	Open Access	Kriegs-Mitteilungen des Vereins Hilfe in Not (L. W. z. a. S.). Berlin	Krieg 1914 1918	Kriegs-Mitteilungen des Vereins Hilfe in Not (L. W. z. a. S.)	Volume
PPN730558851	Staatsbibliothek zu Berlin - Preußischer Kulturbesitz	image/jpeg	http://resolver.staatsbibliothek-berlin.de/SBB0000AE3500000000	http://resolver.staatsbibliothek-berlin.de/SBB0000AE3500000000	http://digital.staatsbibliothek-berlin.de/europeana/PPN730558851/00000001.tif	Staatsbibliothek zu Berlin - Preußischer Kulturbesitz	Danner	None	Open Access	Renker, Felix: Von der Knute befreit!  ein Bild aus der schweren Zeit Ostpreußens ; in 1 Akt. Mühlhausen i.Th.  Berlin	Krieg 1914 1918	Von der Knute befreit!	Monograph
PPN766345726	Staatsbibliothek zu Berlin - Preußischer Kulturbesitz	image/jpeg	http://resolver.staatsbibliothek-berlin.de/SBB0000EEAD00000000	http://resolver.staatsbibliothek-berlin.de/SBB0000EEAD00000000	http://digital.staatsbibliothek-berlin.de/europeana/PPN766345726/00000001.tif	Staatsbibliothek zu Berlin - Preußischer Kulturbesitz	None	None	Open Access	Tommy <fiktive Person, Soldat>,: Dear Tommy, you are quite welcome to what we are leaving. When we stop we shall stop, and stop you in a manner you want appreciate - Fritz. Berlin	Krieg 1914 1918	Dear Tommy, you are quite welcome to what we are leaving. When we stop we shall stop, and stop you in a manner you want appreciate - Fritz	Monograph
PPN75070232X	Staatsbibliothek zu Berlin - Preußischer Kulturbesitz	image/jpeg	http://resolver.staatsbibliothek-berlin.de/SBB0000E3A100000000	http://resolver.staatsbibliothek-berlin.de/SBB0000E3A100000000	http://digital.staatsbibliothek-berlin.de/europeana/PPN75070232X/00000001.tif	Staatsbibliothek zu Berlin - Preußischer Kulturbesitz	None	None	Open Access	Der Snob  Komoedie in drei Aufzuegen von Carl Sternheim ...  ; 127. Vorstellung: Sonnabend, den 30. Maerz, 1918, fuer West- und Suedlager, 128. Vorstellung: Sonntag, den 31. Maerz, 1918, fuer Nordlager, 129. Vorstellung: Montag, den 1. April, 1918, fuer West- und Suedlager. [S.l.]  Berlin	Krieg 1914 1918	Der Snob  Komoedie in drei Aufzuegen von Carl Sternheim ...  ; 127. Vorstellung: Sonnabend, den 30. Maerz, 1918, fuer West- und Suedlager, 128. Vorstellung: Sonntag, den 31. Maerz, 1918, fuer Nordlager, 129. Vorstellung: Montag, den 1. April, 1918, fuer West- und Suedlager	Monograph
PPN719971160	Staatsbibliothek zu Berlin - Preußischer Kulturbesitz	image/jpeg	http://resolver.staatsbibliothek-berlin.de/SBB0000972500000000	http://resolver.staatsbibliothek-berlin.de/SBB0000972500000000	http://digital.staatsbibliothek-berlin.de/europeana/PPN719971160/00000003.tif	Staatsbibliothek zu Berlin - Preußischer Kulturbesitz	Kohlhammer	None	Open Access	Gros, Erwin: Dennoch bleibe ich stets an dir!  Kriegsandachten. Stuttgart [u.a.]  Berlin	Krieg 1914 1918	Dennoch bleibe ich stets an dir!	Monograph
PPN699915732	Staatsbibliothek zu Berlin - Preußischer Kulturbesitz	image/jpeg	http://resolver.staatsbibliothek-berlin.de/SBB000082F000000000	http://resolver.staatsbibliothek-berlin.de/SBB000082F000000000	http://digital.staatsbibliothek-berlin.de/europeana/PPN699915732/00000001.tif	Staatsbibliothek zu Berlin - Preußischer Kulturbesitz	Verlag des Ev. Vereins Kaiserslautern	None	Open Access	Risch, Adolf: Unsere Toten  ein Trostwort in Kriegstrauer. Kaiserslautern  Berlin	Krieg 1914 1918	Unsere Toten	Monograph
PPN770167977	Staatsbibliothek zu Berlin - Preußischer Kulturbesitz	image/jpeg	http://resolver.staatsbibliothek-berlin.de/SBB0001034900000000	http://resolver.staatsbibliothek-berlin.de/SBB0001034900000000	http://digital.staatsbibliothek-berlin.de/europeana/PPN770167977/00000001.tif	Staatsbibliothek zu Berlin - Preußischer Kulturbesitz	None	None	Open Access	Die Siege der Entente in Palästina und Serbien  10-10-1918. [London]  Berlin	Krieg 1914 1918	Die Siege der Entente in Palästina und Serbien	Monograph
PPN755416872	Staatsbibliothek zu Berlin - Preußischer Kulturbesitz	image/jpeg	http://resolver.staatsbibliothek-berlin.de/SBB0000E7A700000000	http://resolver.staatsbibliothek-berlin.de/SBB0000E7A700000000	http://digital.staatsbibliothek-berlin.de/europeana/PPN755416872/00000003.tif	Staatsbibliothek zu Berlin - Preußischer Kulturbesitz	Deutscher Philadelphia-Verlag	None	Open Access	Schreiner, Ernst: Der deutsche Soldat im Felde. Stuttgart  Berlin	Krieg 1914 1918	Der deutsche Soldat im Felde	Monograph
PPN766452530	Staatsbibliothek zu Berlin - Preußischer Kulturbesitz	image/jpeg	http://resolver.staatsbibliothek-berlin.de/SBB0000EFA000000000	http://resolver.staatsbibliothek-berlin.de/SBB0000EFA000000000	http://digital.staatsbibliothek-berlin.de/europeana/PPN766452530/00000001.tif	Staatsbibliothek zu Berlin - Preußischer Kulturbesitz	Berliner Illustrations-Gesellschaft	None	Open Access	Putnick, Radomir: Der bisherige Oberbefehlshaber der serbischen Armee, General Putnick, ist krankheitshalber endgültig von seinem Posten zurückgetreten. Berlin  Berlin	Krieg 1914 1918	Der bisherige Oberbefehlshaber der serbischen Armee, General Putnick, ist krankheitshalber endgültig von seinem Posten zurückgetreten	Monograph
PPN718652827	Staatsbibliothek zu Berlin - Preußischer Kulturbesitz	image/jpeg	http://resolver.staatsbibliothek-berlin.de/SBB00008FC600000000	http://resolver.staatsbibliothek-berlin.de/SBB00008FC600000000	http://digital.staatsbibliothek-berlin.de/europeana/PPN718652827/00000001.tif	Staatsbibliothek zu Berlin - Preußischer Kulturbesitz	Erste Deutsche Schützengrabenverlagsanstalt	None	Open Access	Edmeier, M.: Entstehung und Weiterentwicklung der Ersten deutschen Schützengrabenzeitung und des Ersten Deutschen Schützengrabenverlags. [S.l.]  Berlin	Krieg 1914 1918	Entstehung und Weiterentwicklung der Ersten deutschen Schützengrabenzeitung und des Ersten Deutschen Schützengrabenverlags	Monograph
PPN768575087	Staatsbibliothek zu Berlin - Preußischer Kulturbesitz	image/jpeg	http://resolver.staatsbibliothek-berlin.de/SBB0000F6E900000000	http://resolver.staatsbibliothek-berlin.de/SBB0000F6E900000000	http://digital.staatsbibliothek-berlin.de/europeana/PPN768575087/00000005.tif	Staatsbibliothek zu Berlin - Preußischer Kulturbesitz	Süddt. Möbel- & Bauschreiner	None	Open Access	Schreiner-Arbeiten der Friedhofkunst  Grabkreuze, Särge, Postamente für Urnen, Kriegswahrzeichen, Ehrentafeln, Kriegstruhen usw. ; 30 Tafeln mit 100 ausgeführten Entwürfen. 8 Werkzeichnungen nebst Anleitung für die Ausführung. Stuttgart  Berlin	Krieg 1914 1918	Schreiner-Arbeiten der Friedhofkunst	Monograph
PPN771018010	Staatsbibliothek zu Berlin - Preußischer Kulturbesitz	image/jpeg	http://resolver.staatsbibliothek-berlin.de/SBB0000F85200A40000	http://resolver.staatsbibliothek-berlin.de/SBB0000F85200A40000	http://digital.staatsbibliothek-berlin.de/europeana/PPN771018010/00000001.tif	Staatsbibliothek zu Berlin - Preußischer Kulturbesitz	Staatsbibliothek zu Berlin – Preußischer Kulturbesitz, Germany	Heimat-Grüße der beiden evangel. Gemeinden Schwerte (Ruhr)  an ihre Streiter im großen Kriege 1914/18. Schwerte  Berlin ; 164.1918	Open Access	Heimat-Grüße der beiden evangel. Gemeinden Schwerte (Ruhr). Berlin	Krieg 1914 1918	Heimat-Grüße der beiden evangel. Gemeinden Schwerte (Ruhr)	Volume
PPN680049983	Staatsbibliothek zu Berlin - Preußischer Kulturbesitz	image/jpeg	http://resolver.staatsbibliothek-berlin.de/SBB00006D3C00000000	http://resolver.staatsbibliothek-berlin.de/SBB00006D3C00000000	http://digital.staatsbibliothek-berlin.de/europeana/PPN680049983/00000005.tif	Staatsbibliothek zu Berlin - Preußischer Kulturbesitz	Boll & Pickardt	None	Open Access	"Hede, F.: Als ""deutscher Spion"" kriegsgefangen in Russland  Erlebnisse eines Mitgliedes des Deutschen Flottenvereins. Berlin  Berlin"	Krieg 1914 1918	"Als ""deutscher Spion"" kriegsgefangen in Russland"	Monograph
PPN729169332	Staatsbibliothek zu Berlin - Preußischer Kulturbesitz	image/jpeg	http://resolver.staatsbibliothek-berlin.de/SBB0000A97000000000	http://resolver.staatsbibliothek-berlin.de/SBB0000A97000000000	http://digital.staatsbibliothek-berlin.de/europeana/PPN729169332/00000003.tif	Staatsbibliothek zu Berlin - Preußischer Kulturbesitz	Furche-Verlag	None	Open Access	Seeberg, Reinhold  Steinhausen, Wilhelm: Das Johannesevangelium. Cassel  Berlin	Krieg 1914 1918	Das Johannesevangelium	Monograph
PPN74938249X	Staatsbibliothek zu Berlin - Preußischer Kulturbesitz	image/jpeg	http://resolver.staatsbibliothek-berlin.de/SBB0000DF0700000000	http://resolver.staatsbibliothek-berlin.de/SBB0000DF0700000000	http://digital.staatsbibliothek-berlin.de/europeana/PPN74938249X/00000001.tif	Staatsbibliothek zu Berlin - Preußischer Kulturbesitz	None	None	Open Access	Traumulus  tragische Komoedie in 5 Akten von Arno Holz und Oskar Jerschke ... ; 49. Vorstellung: Sonnabend, den 12. August 1916, fuer Nord- & Westlager,  47. Vorstellung: Sonntag, den 13. August 1916 fuer Suedlager, 48. Vorstellung: Montag, den 14. August 1916 fuer Nord- & Westlager .... [S.l.]  Berlin	Krieg 1914 1918	Traumulus  tragische Komoedie in 5 Akten von Arno Holz und Oskar Jerschke ... ; 49. Vorstellung: Sonnabend, den 12. August 1916, fuer Nord- & Westlager,  47. Vorstellung: Sonntag, den 13. August 1916 fuer Suedlager, 48. Vorstellung: Montag, den 14. August 1916 fuer Nord- & Westlager ...	Monograph
PPN730421996	Staatsbibliothek zu Berlin - Preußischer Kulturbesitz	image/jpeg	http://resolver.staatsbibliothek-berlin.de/SBB0000AD9000000000	http://resolver.staatsbibliothek-berlin.de/SBB0000AD9000000000	http://digital.staatsbibliothek-berlin.de/europeana/PPN730421996/00000005.tif	Staatsbibliothek zu Berlin - Preußischer Kulturbesitz	Scherl	None	Open Access	Boy-Ed, Karl: Verschwörer?  die ersten 17 Kriegsmonate in den Vereinigten Staaten von Nord-Amerika ; Erinnerungen. Berlin  Berlin	Krieg 1914 1918	Verschwörer?	Monograph
PPN738079510	Staatsbibliothek zu Berlin - Preußischer Kulturbesitz	image/jpeg	http://resolver.staatsbibliothek-berlin.de/SBB0000C15B00000000	http://resolver.staatsbibliothek-berlin.de/SBB0000C15B00000000	http://digital.staatsbibliothek-berlin.de/europeana/PPN738079510/00000001.tif	Staatsbibliothek zu Berlin - Preußischer Kulturbesitz	Selbstverl.	None	Open Access	Hoffmann, Richard: Hoch Deutschland! Österreich Ungarn hoch!  Patriotischer Gesang mit Klavierbegleitung. Bielefeld  Berlin	Krieg 1914 1918	Hoch Deutschland! Österreich Ungarn hoch!	Monograph
PPN768995752	Staatsbibliothek zu Berlin - Preußischer Kulturbesitz	image/jpeg	http://resolver.staatsbibliothek-berlin.de/SBB0000F7D700000000	http://resolver.staatsbibliothek-berlin.de/SBB0000F7D700000000	http://digital.staatsbibliothek-berlin.de/europeana/PPN768995752/00000001.tif	Staatsbibliothek zu Berlin - Preußischer Kulturbesitz	Photographische Gesellschaft	None	Open Access	Busch, Arnold  Beseler, Hans Hartwig von: [Bildnis Hans Hartwig] von Beseler. Berlin  Berlin	Krieg 1914 1918	[Bildnis Hans Hartwig] von Beseler	Monograph
PPN688727840	Staatsbibliothek zu Berlin - Preußischer Kulturbesitz	image/jpeg	http://resolver.staatsbibliothek-berlin.de/SBB00007D1300000000	http://resolver.staatsbibliothek-berlin.de/SBB00007D1300000000	http://digital.staatsbibliothek-berlin.de/europeana/PPN688727840/00000003.tif	Staatsbibliothek zu Berlin - Preußischer Kulturbesitz	Elsner	None	Open Access	Uhde, Wilhelm: Kriegsgedichte und Soldatenlieder. Köln  Berlin	Krieg 1914 1918	Kriegsgedichte und Soldatenlieder	Monograph
